,u,i,ts,label,idx
758,21,21,1598190436320.0,0,758
759,10,17,1598190439520.0,0,759
760,17,18,1598190441880.0,0,760
761,19,18,1598190443240.0,0,761
762,18,15,1598190449240.0,0,762
763,15,14,1598190450600.0,0,763
764,14,14,1598190454520.0,0,764
765,3,14,1598190454640.0,tackle,765
766,3,14,1598190456920.0,tackle,766
767,22,23,1598190457240.0,ball out,767
768,22,23,1598190457240.0,ball out,768
769,14,15,1598190461400.0,0,769
770,15,13,1598190463440.0,0,770
771,20,20,1598190468000.0,0,771
772,4,0,1598190473520.0,0,772
773,8,0,1598190476560.0,0,773
774,0,2,1598190480920.0,0,774
775,14,15,1598190486680.0,0,775
776,15,15,1598190489200.0,0,776
777,5,1,1598190494480.0,0,777
778,1,4,1598190498360.0,0,778
779,6,4,1598190500120.0,0,779
780,17,19,1598190502200.0,0,780
781,4,17,1598190502280.0,tackle,781
782,4,22,1598190503560.0,dribble,782
783,4,6,1598190508280.0,0,783
784,6,24,1598190511160.0,shot,784
785,0,8,1598190515400.0,0,785
786,8,0,1598190516640.0,0,786
787,0,8,1598190520200.0,0,787
788,8,2,1598190521160.0,0,788
789,22,23,1598190523440.0,ball out,789
790,21,21,1598190557120.0,0,790
791,11,22,1598190561120.0,dribble,791
792,9,11,1598190561560.0,tackle,792
793,11,13,1598190562480.0,0,793
794,12,13,1598190563960.0,0,794
795,11,11,1598190564680.0,0,795
796,12,15,1598190568240.0,0,796
797,15,11,1598190570960.0,0,797
798,8,23,1598190572520.0,clearence,798
799,2,9,1598190578200.0,0,799
800,17,9,1598190582320.0,tackle,800
801,13,13,1598190589920.0,0,801
802,7,13,1598190590000.0,tackle,802
803,13,17,1598190591360.0,0,803
804,17,11,1598190593600.0,0,804
805,5,1,1598190596200.0,0,805
806,1,5,1598190599120.0,0,806
807,5,2,1598190601240.0,0,807
808,19,6,1598190607800.0,tackle,808
809,22,23,1598190608040.0,ball out,809
810,22,23,1598190608040.0,ball out,810
811,22,23,1598190632760.0,ball out,811
812,22,23,1598190632760.0,ball out,812
813,14,15,1598190644200.0,0,813
814,3,11,1598190645640.0,tackle,814
815,22,23,1598190648360.0,ball out,815
816,22,23,1598190648360.0,ball out,816
817,14,11,1598190663960.0,0,817
818,3,0,1598190665600.0,0,818
819,17,10,1598190671320.0,0,819
820,10,19,1598190673320.0,0,820
821,17,10,1598190674520.0,0,821
822,10,13,1598190676600.0,0,822
823,20,20,1598190681800.0,0,823
824,7,0,1598190688840.0,0,824
825,9,7,1598190691320.0,0,825
826,7,1,1598190694400.0,0,826
827,1,2,1598190699880.0,0,827
828,18,23,1598190701080.0,clearence,828
829,1,0,1598190733640.0,0,829
830,0,7,1598190735720.0,0,830
831,11,23,1598190737280.0,clearence,831
832,10,10,1598190738160.0,0,832
833,3,1,1598190741400.0,0,833
834,1,4,1598190745120.0,0,834
835,15,23,1598190745160.0,clearence,835
836,22,23,1598190746520.0,ball out,836
837,22,23,1598190746520.0,ball out,837
838,3,4,1598190751120.0,0,838
839,4,22,1598190763280.0,dribble,839
840,15,4,1598190763880.0,tackle,840
841,11,14,1598190767920.0,0,841
842,14,17,1598190769680.0,0,842
843,17,11,1598190772160.0,0,843
844,11,14,1598190774200.0,0,844
845,14,17,1598190776560.0,0,845
846,17,16,1598190778640.0,0,846
847,16,17,1598190783080.0,0,847
848,17,16,1598190784080.0,0,848
849,16,10,1598190786880.0,0,849
850,10,12,1598190789200.0,0,850
851,12,12,1598190791600.0,0,851
852,5,23,1598190792760.0,clearence,852
853,12,11,1598190797360.0,0,853
854,11,24,1598190798720.0,shot,854
855,22,23,1598190799920.0,ball out,855
856,22,23,1598190799920.0,ball out,856
857,20,20,1598190859320.0,0,857
858,5,3,1598190860560.0,0,858
859,3,2,1598190866040.0,0,859
860,2,0,1598190868800.0,0,860
861,16,23,1598190870160.0,clearence,861
862,18,14,1598190874720.0,0,862
863,14,19,1598190881360.0,0,863
864,14,13,1598190884800.0,0,864
865,13,15,1598190887280.0,0,865
866,15,12,1598190888360.0,0,866
867,7,9,1598190891440.0,0,867
868,17,13,1598190893480.0,0,868
869,5,6,1598190991680.0,0,869
870,3,4,1598190994480.0,0,870
871,4,4,1598190995680.0,0,871
872,19,12,1598190998800.0,0,872
873,12,17,1598191005520.0,0,873
874,17,13,1598191006520.0,0,874
875,8,9,1598191012680.0,0,875
876,9,8,1598191015240.0,0,876
877,8,5,1598191016400.0,0,877
878,7,8,1598191022200.0,0,878
879,8,0,1598191025160.0,0,879
880,0,7,1598191027640.0,0,880
881,7,5,1598191030640.0,0,881
882,5,2,1598191034240.0,0,882
883,2,5,1598191036680.0,0,883
884,5,3,1598191041560.0,0,884
885,3,7,1598191044200.0,0,885
886,7,2,1598191047960.0,0,886
887,10,13,1598191053640.0,0,887
888,7,22,1598191055640.0,interception,888
889,3,0,1598191063840.0,0,889
890,0,8,1598191067960.0,0,890
891,8,4,1598191069800.0,0,891
892,1,2,1598191076560.0,0,892
893,2,3,1598191081800.0,0,893
894,6,22,1598191083440.0,dribble,894
895,17,6,1598191083880.0,tackle,895
896,14,13,1598191087480.0,0,896
897,12,13,1598191095920.0,0,897
898,13,11,1598191098480.0,0,898
899,12,24,1598191206880.0,shot,899
900,12,24,1598191209160.0,shot,900
901,20,20,1598191227040.0,0,901
902,2,22,1598191232120.0,dribble,902
903,15,2,1598191232280.0,tackle,903
904,2,4,1598191281960.0,0,904
905,10,23,1598191283360.0,clearence,905
906,22,23,1598191286760.0,ball out,906
907,2,6,1598191295680.0,0,907
908,6,6,1598191296680.0,0,908
909,2,3,1598191300800.0,0,909
910,3,3,1598191301560.0,0,910
911,4,24,1598191303640.0,shot,911
912,18,11,1598191334960.0,0,912
913,11,15,1598191339200.0,0,913
914,15,15,1598191342280.0,0,914
915,2,23,1598191342440.0,clearence,915
916,15,14,1598191346640.0,0,916
917,14,17,1598191348560.0,0,917
918,17,22,1598191350720.0,dribble,918
919,9,17,1598191350960.0,tackle,919
920,9,9,1598191354160.0,0,920
921,14,9,1598191354320.0,tackle,921
922,17,15,1598191355960.0,0,922
923,14,14,1598191357960.0,0,923
924,19,12,1598191359400.0,0,924
925,3,0,1598191362360.0,0,925
926,8,0,1598191367560.0,0,926
927,0,6,1598191370760.0,0,927
928,2,2,1598191376880.0,0,928
929,14,2,1598191377000.0,tackle,929
930,5,13,1598191380800.0,tackle,930
931,6,4,1598191383000.0,0,931
932,1,4,1598191383800.0,0,932
933,2,0,1598191386080.0,0,933
934,4,24,1598191389240.0,shot,934
935,21,21,1598191400600.0,0,935
936,18,11,1598191402960.0,0,936
937,11,12,1598191406600.0,0,937
938,8,2,1598191409400.0,0,938
939,5,8,1598191415160.0,0,939
940,8,1,1598191420320.0,0,940
941,1,1,1598191426680.0,0,941
942,14,1,1598191426720.0,tackle,942
943,1,4,1598191451880.0,0,943
944,21,23,1598191453680.0,clearence,944
945,0,4,1598191457240.0,0,945
946,4,24,1598191458720.0,shot,946
947,22,23,1598191459360.0,ball out,947
948,22,23,1598191459360.0,ball out,948
949,21,21,1598191484280.0,0,949
950,9,0,1598191486800.0,0,950
951,16,23,1598191488040.0,clearence,951
952,6,6,1598191493480.0,0,952
953,2,22,1598191494960.0,dribble,953
954,14,2,1598191495160.0,tackle,954
955,2,3,1598191495200.0,0,955
956,3,9,1598191497320.0,0,956
957,9,1,1598191499680.0,0,957
958,1,4,1598191501160.0,0,958
959,12,10,1598191509760.0,0,959
960,10,17,1598191514080.0,0,960
961,17,14,1598191518200.0,0,961
962,14,18,1598191522400.0,0,962
963,18,17,1598191526320.0,0,963
964,17,18,1598191527960.0,0,964
965,18,11,1598191531200.0,0,965
966,11,15,1598191533840.0,0,966
967,10,16,1598191593320.0,0,967
968,7,23,1598191595440.0,clearence,968
969,10,17,1598191626760.0,0,969
970,4,23,1598191627760.0,clearence,970
971,7,23,1598191629280.0,clearence,971
972,14,15,1598191632120.0,0,972
973,18,11,1598191634360.0,0,973
974,8,23,1598191637640.0,clearence,974
975,11,15,1598191639120.0,0,975
976,6,2,1598191647440.0,0,976
977,2,0,1598191648680.0,0,977
978,18,19,1598191650680.0,0,978
979,19,18,1598191651560.0,0,979
980,6,0,1598191654720.0,0,980
981,0,22,1598191659640.0,dribble,981
982,16,0,1598191659720.0,tackle,982
983,1,7,1598191689600.0,0,983
984,13,13,1598191691760.0,0,984
985,7,8,1598191694080.0,0,985
986,8,0,1598191695280.0,0,986
987,0,5,1598191699920.0,0,987
988,18,23,1598191700600.0,clearence,988
989,8,2,1598191707080.0,0,989
990,15,14,1598191713840.0,0,990
991,14,22,1598191717800.0,dribble,991
992,3,14,1598191717960.0,tackle,992
993,3,7,1598191721920.0,0,993
994,2,4,1598191724480.0,0,994
995,18,23,1598191726960.0,clearence,995
996,6,8,1598191730880.0,0,996
997,10,17,1598191733720.0,0,997
998,17,10,1598191734960.0,0,998
999,10,12,1598191736480.0,0,999
1000,12,10,1598191742120.0,0,1000
1001,10,13,1598191743280.0,0,1001
1002,7,9,1598191746200.0,0,1002
1003,19,22,1598191747760.0,interception,1003
1004,19,11,1598191748920.0,0,1004
1005,20,20,1598191756960.0,0,1005
1006,8,0,1598191766520.0,0,1006
1007,0,8,1598191771360.0,0,1007
1008,8,9,1598191773040.0,0,1008
1009,9,8,1598191777040.0,0,1009
1010,8,1,1598191778240.0,0,1010
1011,1,2,1598191783040.0,0,1011
1012,2,6,1598191785600.0,0,1012
1013,18,23,1598191786480.0,clearence,1013
1014,11,22,1598191791560.0,dribble,1014
1015,5,11,1598191791680.0,tackle,1015
1016,13,15,1598191830320.0,0,1016
1017,15,11,1598191836680.0,0,1017
1018,11,12,1598191839280.0,0,1018
1019,8,1,1598191840360.0,0,1019
1020,17,19,1598191842680.0,0,1020
1021,19,10,1598191845240.0,0,1021
1022,10,15,1598191849160.0,0,1022
1023,15,19,1598191853560.0,0,1023
1024,19,10,1598191855480.0,0,1024
1025,10,16,1598191858800.0,0,1025
1026,16,13,1598191860880.0,0,1026
1027,17,13,1598191865760.0,0,1027
1028,13,14,1598191868200.0,0,1028
1029,14,16,1598191932800.0,0,1029
1030,20,20,1598191954160.0,0,1030
1031,16,16,1598191957720.0,0,1031
1032,6,6,1598191960680.0,0,1032
1033,12,8,1598191967800.0,tackle,1033
1034,8,7,1598191969280.0,0,1034
1035,7,3,1598191971560.0,0,1035
1036,3,8,1598191974480.0,0,1036
1037,8,0,1598191977720.0,0,1037
1038,15,15,1598191978920.0,0,1038
1039,21,21,1598191989360.0,0,1039
1040,15,17,1598191994360.0,0,1040
1041,21,21,1598191996760.0,0,1041
1042,17,15,1598192000200.0,0,1042
1043,15,11,1598192004800.0,0,1043
1044,14,22,1598192010640.0,dribble,1044
1045,2,14,1598192010720.0,tackle,1045
1046,22,23,1598192011520.0,ball out,1046
1047,22,23,1598192011520.0,ball out,1047
1048,13,14,1598192023760.0,0,1048
1049,14,13,1598192027240.0,0,1049
1050,13,19,1598192029400.0,0,1050
1051,6,22,1598192030840.0,interception,1051
1052,6,22,1598192033440.0,dribble,1052
1053,13,6,1598192033480.0,tackle,1053
1054,13,15,1598192118840.0,0,1054
1055,4,23,1598192120000.0,clearence,1055
1056,13,22,1598192127560.0,dribble,1056
1057,4,13,1598192128240.0,tackle,1057
1058,4,0,1598192129720.0,0,1058
1059,9,15,1598192132400.0,0,1059
1060,15,12,1598192134120.0,0,1060
1061,12,12,1598192136840.0,0,1061
1062,20,20,1598192140320.0,0,1062
1063,12,9,1598192146400.0,0,1063
1064,14,9,1598192148840.0,0,1064
1065,9,15,1598192153120.0,0,1065
1066,15,11,1598192155240.0,0,1066
1067,11,14,1598192157240.0,0,1067
1068,14,15,1598192158480.0,0,1068
1069,15,14,1598192159240.0,0,1069
1070,14,16,1598192161280.0,0,1070
1071,16,14,1598192163960.0,0,1071
1072,14,15,1598192165560.0,0,1072
1073,15,16,1598192167480.0,0,1073
1074,16,13,1598192170720.0,0,1074
1075,12,10,1598192173440.0,0,1075
1076,5,23,1598192174840.0,clearence,1076
1077,9,15,1598192180400.0,0,1077
1078,18,10,1598192186000.0,0,1078
1079,10,9,1598192190920.0,0,1079
1080,9,15,1598192194080.0,0,1080
1081,15,24,1598192196240.0,shot,1081
1082,19,19,1598192235240.0,0,1082
1083,17,17,1598192239920.0,0,1083
1084,8,1,1598192241560.0,0,1084
1085,1,12,1598192244640.0,tackle,1085
1086,1,0,1598192248200.0,0,1086
1087,20,20,1598192257720.0,0,1087
1088,16,13,1598192260840.0,0,1088
1089,17,14,1598192265520.0,0,1089
1090,14,13,1598192272160.0,0,1090
1091,17,12,1598192275520.0,0,1091
1092,12,17,1598192279520.0,0,1092
1093,16,15,1598192281520.0,0,1093
1094,15,16,1598192282720.0,0,1094
1095,1,8,1606838400000.0,0,1095
1096,8,8,1606838401080.0,0,1096
1097,6,4,1606838402120.0,0,1097
1098,14,22,1606838403640.0,interception,1098
1099,0,4,1606838407840.0,0,1099
1100,4,5,1606838409360.0,0,1100
1101,17,5,1606838412640.0,tackle,1101
1102,4,7,1606838444160.0,0,1102
1103,7,8,1606838446960.0,0,1103
1104,14,23,1606838448040.0,clearence,1104
1105,2,2,1606838450760.0,0,1105
1106,14,19,1606838452080.0,0,1106
1107,19,16,1606838459200.0,0,1107
1108,16,13,1606838461680.0,0,1108
1109,13,13,1606838464680.0,0,1109
1110,9,10,1606838464840.0,tackle,1110
1111,9,8,1606838466720.0,0,1111
1112,8,4,1606838472840.0,0,1112
1113,4,0,1606838475400.0,0,1113
1114,0,6,1606838479640.0,0,1114
1115,6,9,1606838481840.0,0,1115
1116,9,6,1606838485800.0,0,1116
1117,20,20,1606838488320.0,0,1117
1118,3,4,1606838491440.0,0,1118
1119,17,10,1606838498520.0,0,1119
1120,10,19,1606838501600.0,0,1120
1121,6,23,1606838502960.0,clearence,1121
1122,3,1,1606838507440.0,0,1122
1123,5,7,1606838508320.0,0,1123
1124,7,5,1606838512920.0,0,1124
1125,5,7,1606838514560.0,0,1125
1126,7,3,1606838517320.0,0,1126
1127,3,4,1606838518080.0,0,1127
1128,4,4,1606838522400.0,0,1128
1129,17,23,1606838522600.0,clearence,1129
1130,11,14,1606838524880.0,0,1130
1131,22,23,1606838528040.0,ball out,1131
1132,22,23,1606838528040.0,ball out,1132
1133,4,1,1606838547600.0,0,1133
1134,10,23,1606838548880.0,clearence,1134
1135,5,2,1606838551400.0,0,1135
1136,2,9,1606838553960.0,0,1136
1137,9,6,1606838557640.0,0,1137
1138,20,20,1606838564640.0,0,1138
1139,1,7,1606838567320.0,0,1139
1140,14,22,1606838568440.0,interception,1140
1141,4,6,1606838570280.0,0,1141
1142,20,20,1606838578040.0,0,1142
1143,11,14,1606838580160.0,0,1143
1144,14,10,1606838581280.0,0,1144
1145,10,16,1606838584120.0,0,1145
1146,16,19,1606838586920.0,0,1146
1147,9,2,1606838591240.0,0,1147
1148,15,19,1606838626560.0,0,1148
1149,12,18,1606838627320.0,0,1149
1150,18,10,1606838628640.0,0,1150
1151,12,11,1606838644920.0,0,1151
1152,11,15,1606838647920.0,0,1152
1153,15,16,1606838650560.0,0,1153
1154,16,13,1606838653320.0,0,1154
1155,20,20,1606838666160.0,0,1155
1156,14,11,1606838670680.0,0,1156
1157,11,17,1606838675080.0,0,1157
1158,4,17,1606838680240.0,tackle,1158
1159,22,23,1606838680560.0,ball out,1159
1160,22,23,1606838680560.0,ball out,1160
1161,17,13,1606838697160.0,0,1161
1162,6,2,1606838700000.0,0,1162
1163,15,16,1606838703800.0,0,1163
1164,16,18,1606838707200.0,0,1164
1165,20,20,1606838716480.0,0,1165
1166,21,21,1606838722280.0,0,1166
1167,15,11,1606838724240.0,0,1167
1168,11,16,1606838729520.0,0,1168
1169,16,10,1606838733200.0,0,1169
1170,10,12,1606838735080.0,0,1170
1171,12,16,1606838738320.0,0,1171
1172,16,11,1606838740400.0,0,1172
1173,21,21,1606838743880.0,0,1173
1174,11,15,1606838751600.0,0,1174
1175,15,13,1606838755720.0,0,1175
1176,3,22,1606838757240.0,interception,1176
1177,19,14,1606838760400.0,0,1177
1178,14,24,1606838762320.0,shot,1178
1179,20,23,1606838765280.0,clearence,1179
1180,16,18,1606838778200.0,0,1180
1181,6,5,1606838783440.0,0,1181
1182,11,10,1606838787440.0,0,1182
1183,10,16,1606838791320.0,0,1183
1184,9,23,1606838794680.0,clearence,1184
1185,16,9,1606838794920.0,tackle,1185
1186,16,9,1606838798320.0,tackle,1186
1187,16,19,1606838800880.0,0,1187
1188,17,24,1606838804240.0,shot,1188
1189,22,23,1606838804760.0,ball out,1189
1190,20,20,1606838849520.0,0,1190
1191,14,13,1606838853160.0,0,1191
1192,4,13,1606838856480.0,tackle,1192
1193,7,8,1606838857280.0,0,1193
1194,3,9,1606838859800.0,0,1194
1195,9,2,1606838863120.0,0,1195
1196,16,2,1606838865920.0,tackle,1196
1197,22,23,1606838867720.0,ball out,1197
1198,22,23,1606838867720.0,ball out,1198
1199,16,19,1606838878120.0,0,1199
1200,19,19,1606838879480.0,0,1200
1201,6,5,1606838880920.0,0,1201
1202,14,17,1606838883480.0,0,1202
1203,17,11,1606838886040.0,0,1203
1204,11,11,1606838888560.0,0,1204
1205,21,21,1606838892840.0,0,1205
1206,9,2,1606838895920.0,0,1206
1207,16,12,1606838900280.0,0,1207
1208,12,13,1606838900840.0,0,1208
1209,19,10,1606838903000.0,0,1209
1210,10,17,1606838905360.0,0,1210
1211,17,11,1606838909280.0,0,1211
1212,11,15,1606838912760.0,0,1212
1213,15,16,1606838915320.0,0,1213
1214,16,13,1606838918000.0,0,1214
1215,13,17,1606838921600.0,0,1215
1216,17,17,1606838925320.0,0,1216
1217,4,23,1606838925440.0,clearence,1217
1218,17,14,1606838928360.0,0,1218
1219,14,18,1606838930880.0,0,1219
1220,20,20,1606838952480.0,0,1220
1221,11,10,1606838955640.0,0,1221
1222,14,14,1606838957680.0,0,1222
1223,4,1,1606838960800.0,0,1223
1224,10,16,1606838967720.0,0,1224
1225,16,12,1606838970160.0,0,1225
1226,12,19,1606838972680.0,0,1226
1227,19,12,1606838974560.0,0,1227
1228,12,15,1606838975960.0,0,1228
1229,15,11,1606838978440.0,0,1229
1230,11,15,1606838983160.0,0,1230
1231,15,19,1606838992320.0,0,1231
1232,12,10,1606838993840.0,0,1232
1233,10,14,1606839000880.0,0,1233
1234,14,17,1606839002560.0,0,1234
1235,17,14,1606839005600.0,0,1235
1236,14,11,1606839008160.0,0,1236
1237,11,17,1606839013160.0,0,1237
1238,17,19,1606839016320.0,0,1238
1239,0,22,1606839017360.0,interception,1239
1240,0,5,1606839050400.0,0,1240
1241,11,12,1606839054320.0,0,1241
1242,12,15,1606839055080.0,0,1242
1243,15,16,1606839056880.0,0,1243
1244,16,16,1606839060520.0,0,1244
1245,2,22,1606839060680.0,interception,1245
1246,12,2,1606839065960.0,tackle,1246
1247,22,23,1606839066360.0,ball out,1247
1248,22,23,1606839066360.0,ball out,1248
1249,9,5,1606839079160.0,0,1249
1250,2,6,1606839080080.0,0,1250
1251,8,0,1606839083800.0,0,1251
1252,20,20,1606839089840.0,0,1252
1253,10,11,1606839093520.0,0,1253
1254,14,11,1606839094880.0,0,1254
1255,11,17,1606839095560.0,0,1255
1256,17,15,1606839098360.0,0,1256
1257,21,21,1606839101720.0,0,1257
1258,0,6,1606839109240.0,0,1258
1259,20,20,1606839112320.0,0,1259
1260,11,15,1606839118520.0,0,1260
1261,21,21,1606839121880.0,0,1261
1262,15,16,1606839125000.0,0,1262
1263,22,23,1606839127640.0,ball out,1263
1264,9,2,1606839167000.0,0,1264
1265,12,22,1606839167920.0,interception,1265
1266,16,11,1606839181160.0,0,1266
1267,11,10,1606839184640.0,0,1267
1268,10,16,1606839188960.0,0,1268
1269,16,12,1606839193880.0,0,1269
1270,12,11,1606839195640.0,0,1270
1271,11,17,1606839198560.0,0,1271
1272,17,13,1606839202560.0,0,1272
1273,20,20,1606839232160.0,0,1273
1274,11,19,1606839235800.0,0,1274
1275,19,16,1606839237200.0,0,1275
1276,16,14,1606839239240.0,0,1276
1277,14,19,1606839243120.0,0,1277
1278,19,22,1606839244920.0,dribble,1278
1279,19,12,1606839250040.0,0,1279
1280,12,24,1606839250800.0,shot,1280
1281,20,20,1606839285600.0,0,1281
1282,5,1,1606839289120.0,0,1282
1283,15,22,1606839289960.0,interception,1283
1284,5,1,1606839291960.0,0,1284
1285,11,19,1606839293520.0,0,1285
1286,19,14,1606839295160.0,0,1286
1287,14,12,1606839296520.0,0,1287
1288,7,1,1606839395920.0,0,1288
1289,21,21,1606839400120.0,0,1289
1290,17,11,1606839405840.0,0,1290
1291,11,15,1606839408800.0,0,1291
1292,21,21,1606839411680.0,0,1292
1293,15,16,1606839414200.0,0,1293
1294,16,12,1606839417200.0,0,1294
1295,12,16,1606839418240.0,0,1295
1296,16,15,1606839420080.0,0,1296
1297,15,11,1606839422880.0,0,1297
1298,11,17,1606839426400.0,0,1298
1299,17,10,1606839428640.0,0,1299
1300,5,1,1606839431000.0,0,1300
1301,1,7,1606839432080.0,0,1301
1302,7,9,1606839434280.0,0,1302
1303,9,0,1606839436800.0,0,1303
1304,0,6,1606839439280.0,0,1304
1305,6,4,1606839442640.0,0,1305
1306,4,2,1606839444720.0,0,1306
1307,2,2,1606839452280.0,0,1307
1308,15,2,1606839452280.0,tackle,1308
1309,22,24,1606839455240.0,goal,1309
1310,13,10,1606839512360.0,0,1310
1311,10,16,1606839512800.0,0,1311
1312,16,15,1606839516080.0,0,1312
1313,15,11,1606839518560.0,0,1313
1314,11,18,1606839521080.0,0,1314
1315,3,1,1606839525640.0,0,1315
1316,16,13,1606839529520.0,0,1316
1317,18,14,1606839531400.0,0,1317
1318,14,13,1606839532960.0,0,1318
1319,13,19,1606839540080.0,0,1319
1320,10,17,1606839547240.0,0,1320
1321,17,13,1606839549480.0,0,1321
1322,13,17,1606839551680.0,0,1322
1323,17,14,1606839553280.0,0,1323
1324,14,18,1606839554960.0,0,1324
1325,18,16,1606839558000.0,0,1325
1326,15,19,1606839564680.0,0,1326
1327,20,20,1606839594280.0,0,1327
1328,14,19,1606839599720.0,0,1328
1329,19,17,1606839603440.0,0,1329
1330,17,10,1606839607640.0,0,1330
1331,10,15,1606839610120.0,0,1331
1332,15,16,1606839613800.0,0,1332
1333,16,16,1606839616200.0,0,1333
1334,2,16,1606839616320.0,tackle,1334
1335,6,5,1606839646840.0,0,1335
1336,15,16,1606839649400.0,0,1336
1337,16,18,1606839650520.0,0,1337
1338,18,10,1606839652280.0,0,1338
1339,14,12,1606839655120.0,0,1339
1340,9,12,1606839657040.0,tackle,1340
1341,2,9,1606839658800.0,0,1341
1342,9,6,1606839661040.0,0,1342
1343,6,5,1606839665920.0,0,1343
1344,15,22,1606839667720.0,interception,1344
1345,11,13,1606839675520.0,0,1345
1346,13,18,1606839677440.0,0,1346
1347,18,22,1606839680600.0,dribble,1347
1348,9,18,1606839680920.0,tackle,1348
1349,8,1,1606839683040.0,0,1349
1350,2,8,1606839689200.0,0,1350
1351,8,3,1606839690920.0,0,1351
1352,3,3,1606839691760.0,0,1352
1353,8,0,1606839694280.0,0,1353
1354,0,4,1606839699560.0,0,1354
1355,4,5,1606839702840.0,0,1355
1356,11,17,1606839708080.0,0,1356
1357,17,18,1606839713200.0,0,1357
1358,3,5,1606839714680.0,0,1358
1359,5,22,1606839716520.0,dribble,1359
1360,14,5,1606839716640.0,tackle,1360
1361,14,10,1606839717800.0,0,1361
1362,10,13,1606839719880.0,0,1362
1363,9,9,1606839723600.0,0,1363
1364,10,16,1606839728080.0,0,1364
1365,16,10,1606839730320.0,0,1365
1366,10,12,1606839733760.0,0,1366
1367,12,19,1606839735920.0,0,1367
1368,19,17,1606839743600.0,0,1368
1369,17,10,1606839746000.0,0,1369
1370,10,13,1606839748480.0,0,1370
1371,9,2,1606839753120.0,0,1371
1372,2,5,1606839758000.0,0,1372
1373,5,1,1606839759160.0,0,1373
1374,11,17,1606839761760.0,0,1374
1375,17,14,1606839765160.0,0,1375
1376,14,10,1606839766360.0,0,1376
1377,10,16,1606839771520.0,0,1377
1378,16,13,1606839774640.0,0,1378
1379,20,20,1606839808920.0,0,1379
1380,5,1,1606839812080.0,0,1380
1381,1,2,1606839814440.0,0,1381
1382,22,23,1606839816000.0,ball out,1382
1383,22,23,1606839816000.0,ball out,1383
1384,16,13,1606839823320.0,0,1384
1385,9,2,1606839824720.0,0,1385
1386,2,2,1606839826520.0,0,1386
1387,16,22,1606839827200.0,interception,1387
1388,2,22,1606839827520.0,dribble,1388
1389,16,2,1606839827760.0,tackle,1389
1390,22,23,1606839828840.0,ball out,1390
1391,22,23,1606839828840.0,ball out,1391
1392,9,5,1606839844080.0,0,1392
1393,15,11,1606839848960.0,0,1393
1394,21,21,1606839852400.0,0,1394
1395,17,10,1606839857880.0,0,1395
1396,10,13,1606839862800.0,0,1396
1397,13,19,1606839864280.0,0,1397
1398,19,16,1606839865200.0,0,1398
1399,16,16,1606839868200.0,0,1399
1400,4,23,1606839869400.0,clearence,1400
1401,19,14,1606839896800.0,0,1401
1402,8,23,1606839898120.0,clearence,1402
1403,10,19,1606839903200.0,0,1403
1404,4,23,1606839904040.0,clearence,1404
1405,16,18,1606839910080.0,0,1405
1406,18,17,1606839912240.0,0,1406
1407,9,23,1606839914680.0,clearence,1407
1408,17,10,1606839922560.0,0,1408
1409,10,11,1606839928240.0,0,1409
1410,11,17,1606839930440.0,0,1410
1411,17,14,1606839933760.0,0,1411
1412,14,13,1606839935640.0,0,1412
1413,20,20,1606839969200.0,0,1413
1414,2,5,1606839972720.0,0,1414
1415,15,13,1606839974400.0,0,1415
1416,0,5,1606839977840.0,0,1416
1417,15,12,1606839980320.0,0,1417
1418,5,5,1606839981560.0,0,1418
1419,8,2,1606839982240.0,0,1419
1420,2,9,1606839987160.0,0,1420
1421,9,1,1606839989760.0,0,1421
1422,15,16,1606839991600.0,0,1422
1423,16,15,1606839993880.0,0,1423
1424,15,11,1606839996360.0,0,1424
1425,11,15,1606840002360.0,0,1425
1426,15,17,1606840007240.0,0,1426
1427,17,11,1606840013040.0,0,1427
1428,11,17,1606840019080.0,0,1428
1429,17,10,1606840023600.0,0,1429
1430,10,12,1606840028120.0,0,1430
1431,6,23,1606840028960.0,clearence,1431
1432,5,1,1606840037720.0,0,1432
1433,1,22,1606840041880.0,dribble,1433
1434,11,1,1606840042280.0,tackle,1434
1435,1,5,1606840046720.0,0,1435
1436,21,21,1606840053120.0,0,1436
1437,16,12,1606840055320.0,0,1437
1438,12,16,1606840056400.0,0,1438
1439,16,15,1606840058160.0,0,1439
1440,21,21,1606840059920.0,0,1440
1441,13,17,1606840065000.0,0,1441
1442,17,14,1606840070400.0,0,1442
1443,14,10,1606840073120.0,0,1443
1444,10,16,1606840076520.0,0,1444
1445,16,10,1606840079000.0,0,1445
1446,10,12,1606840082640.0,0,1446
1447,12,10,1606840084320.0,0,1447
1448,10,17,1606840086480.0,0,1448
1449,22,23,1606840090000.0,ball out,1449
1450,20,20,1606840121320.0,0,1450
1451,14,13,1606840124840.0,0,1451
1452,4,5,1606840147200.0,0,1452
1453,10,11,1606840150440.0,0,1453
1454,17,14,1606840151840.0,0,1454
1455,14,11,1606840152840.0,0,1455
1456,11,15,1606840154720.0,0,1456
1457,10,16,1606840157040.0,0,1457
1458,16,12,1606840160880.0,0,1458
1459,12,18,1606840163880.0,0,1459
1460,6,6,1606840170360.0,0,1460
1461,20,20,1606840171880.0,0,1461
1462,10,16,1606840175760.0,0,1462
1463,16,17,1606840178080.0,0,1463
1464,4,3,1606840201760.0,0,1464
1465,8,5,1606840202960.0,0,1465
1466,22,23,1606840205800.0,ball out,1466
1467,17,15,1606840207000.0,0,1467
