,u,i,ts,label,idx
2153,13,11,1606844411840.0,0,2153
2154,11,13,1606844412760.0,0,2154
2155,11,10,1606844462120.0,0,2155
2156,10,13,1606844467760.0,0,2156
2157,13,16,1606844473440.0,0,2157
2158,16,16,1606844475480.0,0,2158
2159,14,14,1606844478800.0,0,2159
2160,19,17,1606844482160.0,0,2160
2161,8,19,1606844482280.0,tackle,2161
2162,16,15,1606844484720.0,0,2162
2163,15,15,1606844487080.0,0,2163
2164,10,15,1606844488200.0,0,2164
2165,15,11,1606844490720.0,0,2165
2166,11,15,1606844493920.0,0,2166
2167,15,13,1606844496600.0,0,2167
2168,13,14,1606844498840.0,0,2168
2169,19,18,1606844526120.0,0,2169
2170,9,23,1606844527080.0,clearence,2170
2171,12,19,1606844534320.0,0,2171
2172,14,14,1606844536440.0,0,2172
2173,8,23,1606844538200.0,clearence,2173
2174,19,14,1606844543040.0,0,2174
2175,4,23,1606844543600.0,clearence,2175
2176,19,13,1606844549320.0,0,2176
2177,8,13,1606844551000.0,tackle,2177
2178,20,20,1606844581880.0,0,2178
2179,15,13,1606844585240.0,0,2179
2180,13,13,1606844585920.0,0,2180
2181,8,13,1606844586040.0,tackle,2181
2182,1,22,1606844589760.0,dribble,2182
2183,19,7,1606844589920.0,tackle,2183
2184,22,23,1606844590960.0,ball out,2184
2185,22,23,1606844590960.0,ball out,2185
2186,19,13,1606844596120.0,0,2186
2187,13,15,1606844597000.0,0,2187
2188,16,15,1606844598400.0,0,2188
2189,15,18,1606844600960.0,0,2189
2190,11,12,1606844606680.0,0,2190
2191,22,23,1606844609400.0,ball out,2191
2192,22,23,1606844609400.0,ball out,2192
2193,2,3,1606844624560.0,0,2193
2194,3,6,1606844627800.0,0,2194
2195,21,21,1606844644360.0,0,2195
2196,15,12,1606844648400.0,0,2196
2197,2,23,1606844651560.0,clearence,2197
2198,6,23,1606844653000.0,clearence,2198
2199,18,11,1606844658400.0,0,2199
2200,10,10,1606844660600.0,0,2200
2201,18,10,1606844661200.0,0,2201
2202,5,10,1606844662400.0,tackle,2202
2203,7,3,1606844663360.0,0,2203
2204,21,21,1606844668000.0,0,2204
2205,11,10,1606844670800.0,0,2205
2206,10,17,1606844674920.0,0,2206
2207,8,22,1606844675760.0,interception,2207
2208,22,23,1606844677240.0,ball out,2208
2209,22,23,1606844677240.0,ball out,2209
2210,10,17,1606844683280.0,0,2210
2211,12,15,1606844688960.0,0,2211
2212,15,14,1606844692400.0,0,2212
2213,19,14,1606844693000.0,0,2213
2214,14,24,1606844696600.0,shot,2214
2215,19,13,1606844720920.0,0,2215
2216,1,23,1606844722560.0,clearence,2216
2217,16,13,1606844728520.0,0,2217
2218,13,14,1606844731280.0,0,2218
2219,14,17,1606844733840.0,0,2219
2220,22,24,1606844737000.0,goal,2220
2221,3,8,1606844766880.0,0,2221
2222,8,5,1606844768520.0,0,2222
2223,18,11,1606844771360.0,0,2223
2224,11,15,1606844772920.0,0,2224
2225,15,16,1606844775880.0,0,2225
2226,1,16,1606844778360.0,tackle,2226
2227,1,3,1606844823760.0,0,2227
2228,22,23,1606844827280.0,ball out,2228
2229,21,21,1606844834520.0,0,2229
2230,16,19,1606844839320.0,0,2230
2231,9,23,1606844842000.0,clearence,2231
2232,22,23,1606844844680.0,ball out,2232
2233,13,12,1606844848440.0,0,2233
2234,9,23,1606844849600.0,clearence,2234
2235,3,5,1606844852000.0,0,2235
2236,5,5,1606844855720.0,0,2236
2237,15,13,1606844858720.0,0,2237
2238,5,11,1606844858840.0,tackle,2238
2239,16,19,1606844861040.0,0,2239
2240,8,3,1606844862400.0,0,2240
2241,21,21,1606844870640.0,0,2241
2242,11,14,1606844874920.0,0,2242
2243,0,23,1606844877600.0,clearence,2243
2244,18,10,1606844881600.0,0,2244
2245,10,19,1606844884440.0,0,2245
2246,20,20,1606844899240.0,0,2246
2247,15,17,1606844903760.0,0,2247
2248,17,19,1606844905640.0,0,2248
2249,9,1,1606844908440.0,0,2249
2250,1,3,1606844910440.0,0,2250
2251,3,22,1606844917040.0,dribble,2251
2252,3,22,1606844917080.0,dribble,2252
2253,15,3,1606844917080.0,tackle,2253
2254,5,24,1606844921280.0,shot,2254
2255,5,1,1606844956960.0,0,2255
2256,13,1,1606844963800.0,tackle,2256
2257,22,23,1606844965120.0,ball out,2257
2258,22,23,1606844965120.0,ball out,2258
2259,21,21,1606844970840.0,0,2259
2260,12,15,1618170300000.0,0,2260
2261,15,16,1618170302880.0,0,2261
2262,16,18,1618170305880.0,0,2262
2263,18,10,1618170309320.0,0,2263
2264,10,12,1618170311520.0,0,2264
2265,22,23,1618170317280.0,ball out,2265
2266,22,23,1618170317280.0,ball out,2266
2267,20,20,1618170346360.0,0,2267
2268,9,8,1618170349360.0,0,2268
2269,13,12,1618170350800.0,0,2269
2270,3,8,1618170352320.0,0,2270
2271,6,8,1618170353680.0,0,2271
2272,15,19,1618170355600.0,0,2272
2273,3,8,1618170357640.0,0,2273
2274,18,18,1618170360440.0,0,2274
2275,6,18,1618170360680.0,tackle,2275
2276,15,10,1618170363880.0,0,2276
2277,10,14,1618170365160.0,0,2277
2278,12,14,1618170371760.0,0,2278
2279,20,20,1618170382760.0,0,2279
2280,1,7,1618170386720.0,0,2280
2281,20,20,1618170390280.0,0,2281
2282,9,9,1618170393160.0,0,2282
2283,3,3,1618170397240.0,0,2283
2284,19,10,1618170399960.0,0,2284
2285,10,15,1618170400800.0,0,2285
2286,15,16,1618170410000.0,0,2286
2287,16,14,1618170413240.0,0,2287
2288,11,12,1618170420160.0,0,2288
2289,12,24,1618170423120.0,shot,2289
2290,20,20,1618170447720.0,0,2290
2291,13,14,1618170451000.0,0,2291
2292,0,6,1618170452800.0,0,2292
2293,19,12,1618170455240.0,0,2293
2294,12,17,1618170457520.0,0,2294
2295,17,22,1618170459720.0,dribble,2295
2296,1,17,1618170459800.0,tackle,2296
2297,17,17,1618170466120.0,0,2297
2298,4,17,1618170466200.0,tackle,2298
2299,12,19,1618170470200.0,0,2299
2300,5,19,1618170473600.0,tackle,2300
2301,3,5,1618170474400.0,0,2301
2302,5,8,1618170476200.0,0,2302
2303,15,23,1618170479360.0,clearence,2303
2304,22,23,1618170480760.0,ball out,2304
2305,1,2,1618170496880.0,0,2305
2306,4,22,1618170499520.0,dribble,2306
2307,12,4,1618170499800.0,tackle,2307
2308,17,12,1618170500760.0,0,2308
2309,12,12,1618170502400.0,0,2309
2310,5,12,1618170502560.0,tackle,2310
2311,5,5,1618170503480.0,0,2311
2312,22,23,1618170504360.0,ball out,2312
2313,22,23,1618170504360.0,ball out,2313
2314,17,14,1618170519760.0,0,2314
2315,1,22,1618170521160.0,interception,2315
2316,3,9,1618170562840.0,0,2316
2317,16,23,1618170564240.0,clearence,2317
2318,17,19,1618170567960.0,0,2318
2319,3,0,1618170596720.0,0,2319
2320,15,13,1618170613360.0,0,2320
2321,13,19,1618170615960.0,0,2321
2322,19,15,1618170617880.0,0,2322
2323,15,16,1618170619520.0,0,2323
2324,16,17,1618170622360.0,0,2324
2325,17,12,1618170629680.0,0,2325
2326,12,24,1618170631960.0,shot,2326
2327,22,23,1618170632880.0,ball out,2327
2328,22,23,1618170632880.0,ball out,2328
2329,20,20,1618170665640.0,0,2329
2330,18,15,1618170668880.0,0,2330
2331,10,14,1618170670040.0,0,2331
2332,2,8,1618170671280.0,0,2332
2333,10,14,1618170673200.0,0,2333
2334,14,14,1618170674840.0,0,2334
2335,11,12,1618170675840.0,0,2335
2336,0,9,1618170676840.0,0,2336
2337,22,23,1618170679480.0,ball out,2337
2338,18,14,1618170684520.0,0,2338
2339,14,11,1618170685760.0,0,2339
2340,9,8,1618170686400.0,0,2340
2341,10,11,1618170687720.0,0,2341
2342,18,14,1618170688720.0,0,2342
2343,14,11,1618170690160.0,0,2343
2344,9,3,1618170690800.0,0,2344
2345,3,6,1618170691760.0,0,2345
2346,6,8,1618170693080.0,0,2346
2347,22,23,1618170694600.0,ball out,2347
2348,22,23,1618170694600.0,ball out,2348
2349,9,3,1618170709160.0,0,2349
2350,3,3,1618170713120.0,0,2350
2351,22,23,1618170714480.0,ball out,2351
2352,22,23,1618170714480.0,ball out,2352
2353,18,14,1618170732760.0,0,2353
2354,9,2,1618170734840.0,0,2354
2355,2,1,1618170737720.0,0,2355
2356,20,20,1618170741480.0,0,2356
2357,2,9,1618170744240.0,0,2357
2358,9,0,1618170745320.0,0,2358
2359,2,8,1618170746200.0,0,2359
2360,15,15,1618170748440.0,0,2360
2361,3,8,1618170749800.0,0,2361
2362,10,12,1618170753400.0,0,2362
2363,0,0,1618170755360.0,0,2363
2364,22,23,1618170756680.0,ball out,2364
2365,11,19,1618170761960.0,0,2365
2366,19,19,1618170766080.0,0,2366
2367,14,12,1618170766760.0,0,2367
2368,12,19,1618170770720.0,0,2368
2369,20,20,1618170777520.0,0,2369
2370,17,1,1618170780400.0,tackle,2370
2371,17,17,1618170782560.0,0,2371
2372,13,16,1618170784760.0,0,2372
2373,1,5,1618170788200.0,0,2373
2374,4,5,1618170789400.0,0,2374
2375,5,9,1618170792120.0,0,2375
2376,0,9,1618170793720.0,0,2376
2377,11,0,1618170793760.0,tackle,2377
2378,7,23,1618170794400.0,clearence,2378
2379,18,15,1618170814280.0,0,2379
2380,15,16,1618170818360.0,0,2380
2381,16,18,1618170823640.0,0,2381
2382,18,18,1618170826120.0,0,2382
2383,10,12,1618170826960.0,0,2383
2384,12,12,1618170827880.0,0,2384
2385,19,11,1618170831960.0,0,2385
2386,11,14,1618170834120.0,0,2386
2387,20,20,1618170842320.0,0,2387
2388,1,5,1618170848440.0,0,2388
2389,5,2,1618170849800.0,0,2389
2390,2,1,1618170850960.0,0,2390
2391,1,7,1618170854480.0,0,2391
2392,7,0,1618170856720.0,0,2392
2393,0,3,1618170859680.0,0,2393
2394,3,0,1618170862800.0,0,2394
2395,0,0,1618170864120.0,0,2395
2396,20,20,1618170867560.0,0,2396
2397,1,5,1618170870240.0,0,2397
2398,13,17,1618170871880.0,0,2398
2399,17,16,1618170873360.0,0,2399
2400,16,15,1618170875640.0,0,2400
2401,21,21,1618170881360.0,0,2401
2402,15,16,1618170887000.0,0,2402
2403,16,13,1618170889320.0,0,2403
2404,13,15,1618170891600.0,0,2404
2405,21,21,1618170895360.0,0,2405
2406,9,9,1618170898440.0,0,2406
2407,22,23,1618170899480.0,ball out,2407
2408,22,23,1618170899480.0,ball out,2408
2409,9,8,1618170904680.0,0,2409
2410,21,21,1618170913160.0,0,2410
2411,16,17,1618170915200.0,0,2411
2412,17,13,1618170918600.0,0,2412
2413,13,10,1618170921640.0,0,2413
2414,10,18,1618170925640.0,0,2414
2415,13,14,1618170980640.0,0,2415
2416,1,23,1618170982800.0,clearence,2416
2417,17,24,1618170985200.0,shot,2417
2418,13,10,1618171025040.0,0,2418
2419,14,24,1618171026480.0,shot,2419
2420,22,23,1618171027760.0,ball out,2420
2421,22,23,1618171027760.0,ball out,2421
2422,20,20,1618171053880.0,0,2422
2423,18,18,1618171057120.0,0,2423
2424,22,23,1618171060040.0,ball out,2424
2425,22,23,1618171060040.0,ball out,2425
2426,18,19,1618171066640.0,0,2426
2427,13,16,1618171069000.0,0,2427
2428,16,13,1618171071680.0,0,2428
2429,13,11,1618171073520.0,0,2429
2430,11,11,1618171074280.0,0,2430
2431,19,11,1618171084200.0,0,2431
2432,11,18,1618171086480.0,0,2432
2433,6,23,1618171088720.0,clearence,2433
2434,22,23,1618171088760.0,ball out,2434
2435,22,23,1618171088760.0,ball out,2435
2436,18,11,1618171098120.0,0,2436
2437,11,18,1618171100080.0,0,2437
2438,18,11,1618171101360.0,0,2438
2439,11,12,1618171101840.0,0,2439
2440,18,19,1618171105560.0,0,2440
2441,2,19,1618171109560.0,tackle,2441
2442,2,8,1618171111040.0,0,2442
2443,10,22,1618171112320.0,interception,2443
2444,10,8,1618171115600.0,tackle,2444
2445,22,23,1618171116520.0,ball out,2445
2446,22,23,1618171116520.0,ball out,2446
2447,9,8,1618171134480.0,0,2447
2448,6,8,1618171136000.0,0,2448
2449,15,13,1618171137680.0,0,2449
2450,13,19,1618171139520.0,0,2450
2451,19,17,1618171140320.0,0,2451
2452,16,15,1618171147720.0,0,2452
2453,15,10,1618171149840.0,0,2453
2454,10,11,1618171153000.0,0,2454
2455,11,13,1618171156080.0,0,2455
2456,13,11,1618171157000.0,0,2456
2457,11,16,1618171158240.0,0,2457
2458,16,18,1618171162600.0,0,2458
2459,6,6,1618171165160.0,0,2459
2460,22,23,1618171167600.0,ball out,2460
2461,18,11,1618171176760.0,0,2461
2462,13,18,1618171179560.0,0,2462
2463,18,12,1618171182120.0,0,2463
2464,0,23,1618171183280.0,clearence,2464
2465,3,2,1618171185000.0,0,2465
2466,10,13,1618171187120.0,0,2466
2467,13,16,1618171189000.0,0,2467
2468,16,12,1618171193280.0,0,2468
2469,2,22,1618171193680.0,interception,2469
2470,20,20,1618171202160.0,0,2470
2471,1,0,1618171206360.0,0,2471
2472,20,20,1618171209200.0,0,2472
2473,16,17,1618171212520.0,0,2473
2474,1,4,1618171220720.0,0,2474
2475,4,0,1618171224280.0,0,2475
2476,0,3,1618171227960.0,0,2476
2477,3,9,1618171230920.0,0,2477
2478,19,12,1618171233240.0,0,2478
2479,12,24,1618171236960.0,shot,2479
2480,20,20,1618171267400.0,0,2480
2481,6,8,1618171270480.0,0,2481
2482,13,16,1618171273440.0,0,2482
2483,16,15,1618171274680.0,0,2483
2484,15,19,1618171277080.0,0,2484
2485,19,10,1618171277920.0,0,2485
2486,10,15,1618171284160.0,0,2486
2487,15,16,1618171290360.0,0,2487
2488,16,10,1618171294360.0,0,2488
2489,10,18,1618171297240.0,0,2489
2490,18,13,1618171300400.0,0,2490
2491,13,11,1618171302080.0,0,2491
2492,11,18,1618171302880.0,0,2492
2493,3,1,1618171342240.0,0,2493
2494,1,4,1618171347520.0,0,2494
2495,12,4,1618171349320.0,tackle,2495
2496,22,23,1618171350200.0,ball out,2496
2497,22,23,1618171350200.0,ball out,2497
2498,1,8,1618171356920.0,0,2498
2499,16,15,1618171360320.0,0,2499
2500,15,11,1618171363840.0,0,2500
2501,2,22,1618171365320.0,interception,2501
2502,6,8,1618171367280.0,0,2502
2503,8,5,1618171368480.0,0,2503
2504,5,8,1618171369720.0,0,2504
2505,16,22,1618171370240.0,interception,2505
2506,16,14,1618171379440.0,0,2506
2507,9,6,1618171384800.0,0,2507
2508,18,14,1618171398280.0,0,2508
2509,11,11,1618171399240.0,0,2509
2510,18,22,1618171400160.0,dribble,2510
2511,18,14,1618171401960.0,0,2511
2512,2,8,1618171405640.0,0,2512
2513,10,14,1618171408000.0,0,2513
2514,5,3,1618171410280.0,0,2514
2515,3,4,1618171412480.0,0,2515
2516,4,22,1618171419120.0,dribble,2516
2517,17,4,1618171419200.0,tackle,2517
2518,4,8,1618171420280.0,0,2518
2519,21,23,1618171420840.0,clearence,2519
2520,15,23,1618171421720.0,clearence,2520
2521,8,3,1618171424320.0,0,2521
2522,3,9,1618171428440.0,0,2522
2523,9,3,1618171432560.0,0,2523
2524,3,4,1618171435080.0,0,2524
2525,6,24,1618171436440.0,shot,2525
2526,17,13,1618171460200.0,0,2526
2527,13,13,1618171461120.0,0,2527
2528,17,14,1618171461840.0,0,2528
2529,14,14,1618171464160.0,0,2529
2530,2,0,1618171467160.0,0,2530
2531,20,20,1618171479160.0,0,2531
2532,10,11,1618171481840.0,0,2532
2533,19,11,1618171486440.0,0,2533
2534,18,12,1618171489120.0,0,2534
2535,12,18,1618171491920.0,0,2535
2536,11,14,1618171494840.0,0,2536
2537,20,20,1618171497560.0,0,2537
2538,3,8,1618171499880.0,0,2538
2539,15,19,1618171501560.0,0,2539
2540,2,8,1618171503840.0,0,2540
2541,8,2,1618171505880.0,0,2541
2542,2,4,1618171507480.0,0,2542
2543,21,21,1618171513760.0,0,2543
2544,16,13,1618171516680.0,0,2544
2545,13,15,1618171521800.0,0,2545
2546,15,13,1618171523680.0,0,2546
2547,13,14,1618171526560.0,0,2547
2548,20,23,1618171530040.0,clearence,2548
2549,3,5,1618171589200.0,0,2549
2550,5,4,1618171592960.0,0,2550
2551,4,5,1618171596960.0,0,2551
2552,5,7,1618171598960.0,0,2552
2553,7,0,1618171601280.0,0,2553
2554,0,3,1618171606080.0,0,2554
2555,3,6,1618171607240.0,0,2555
2556,22,23,1618171610000.0,ball out,2556
2557,18,14,1618171619240.0,0,2557
2558,13,14,1618171620320.0,0,2558
2559,11,12,1618171624120.0,0,2559
2560,7,23,1618171625680.0,clearence,2560
2561,2,8,1618171629240.0,0,2561
2562,19,19,1618171630840.0,0,2562
2563,13,13,1618171634160.0,0,2563
2564,5,13,1618171634440.0,tackle,2564
2565,5,3,1618171635880.0,0,2565
2566,4,3,1618171638880.0,0,2566
2567,16,22,1618171640480.0,interception,2567
2568,17,12,1618171644880.0,0,2568
2569,12,13,1618171646040.0,0,2569
2570,13,16,1618171648720.0,0,2570
2571,16,10,1618171653040.0,0,2571
2572,10,11,1618171656440.0,0,2572
2573,11,10,1618171658840.0,0,2573
2574,10,19,1618171660480.0,0,2574
2575,19,19,1618171661800.0,0,2575
2576,5,5,1618171664480.0,0,2576
2577,16,5,1618171664640.0,tackle,2577
2578,9,4,1618171668040.0,0,2578
2579,22,24,1618171673200.0,goal,2579
2580,12,15,1618171732520.0,0,2580
2581,15,11,1618171735640.0,0,2581
2582,11,18,1618171738360.0,0,2582
2583,18,10,1618171739760.0,0,2583
2584,10,15,1618171741880.0,0,2584
2585,15,19,1618171744680.0,0,2585
2586,19,12,1618171747240.0,0,2586
2587,12,14,1618171748320.0,0,2587
2588,1,4,1618171749960.0,0,2588
2589,4,7,1618171756000.0,0,2589
2590,20,20,1618171759400.0,0,2590
2591,9,22,1618171762520.0,dribble,2591
2592,9,22,1618171766160.0,dribble,2592
2593,19,9,1618171766320.0,tackle,2593
2594,14,12,1618171767880.0,0,2594
2595,12,22,1618171769640.0,dribble,2595
2596,12,24,1618171771120.0,shot,2596
2597,20,20,1618171776800.0,0,2597
2598,5,2,1618171782680.0,0,2598
2599,2,1,1618171783800.0,0,2599
2600,1,3,1618171788520.0,0,2600
2601,3,6,1618171791320.0,0,2601
2602,10,18,1618171793440.0,0,2602
2603,18,11,1618171797120.0,0,2603
2604,11,11,1618171798480.0,0,2604
2605,18,12,1618171803760.0,0,2605
2606,12,17,1618171806560.0,0,2606
2607,17,12,1618171809600.0,0,2607
2608,12,12,1618171814760.0,0,2608
2609,4,12,1618171814880.0,tackle,2609
2610,3,3,1618171816160.0,0,2610
2611,2,8,1618171817200.0,0,2611
2612,19,22,1618171822200.0,dribble,2612
2613,6,23,1618171824320.0,clearence,2613
2614,13,10,1618171873680.0,0,2614
2615,20,20,1618171885960.0,0,2615
2616,3,0,1618171893840.0,0,2616
2617,20,20,1618171897720.0,0,2617
2618,5,4,1618171900160.0,0,2618
2619,16,13,1618171901680.0,0,2619
2620,5,1,1618171903040.0,0,2620
2621,3,8,1618171903720.0,0,2621
2622,15,16,1618171905400.0,0,2622
2623,1,8,1618171908520.0,0,2623
2624,17,15,1618171922880.0,0,2624
2625,16,15,1618171925880.0,0,2625
2626,21,21,1618171928480.0,0,2626
2627,10,18,1618171932520.0,0,2627
2628,18,19,1618171936360.0,0,2628
2629,22,23,1618171940040.0,ball out,2629
2630,22,23,1618171940040.0,ball out,2630
2631,18,11,1618171947760.0,0,2631
2632,11,14,1618171950040.0,0,2632
2633,0,22,1618171951160.0,interception,2633
2634,22,23,1618171951480.0,ball out,2634
2635,22,23,1618171951480.0,ball out,2635
2636,18,14,1618171971000.0,0,2636
2637,14,14,1618171972200.0,0,2637
2638,6,5,1618171972840.0,0,2638
2639,5,0,1618171975520.0,0,2639
2640,9,7,1618171977280.0,0,2640
2641,20,20,1618171981240.0,0,2641
2642,10,13,1618171984360.0,0,2642
2643,5,3,1618171985360.0,0,2643
2644,3,9,1618171986920.0,0,2644
2645,9,3,1618171988520.0,0,2645
2646,3,0,1618171993680.0,0,2646
2647,0,0,1618171995520.0,0,2647
2648,20,20,1618171997200.0,0,2648
2649,7,4,1618172002600.0,0,2649
2650,1,7,1618172006440.0,0,2650
2651,7,4,1618172008200.0,0,2651
2652,4,7,1618172014600.0,0,2652
2653,7,0,1618172017280.0,0,2653
2654,20,20,1618172023920.0,0,2654
2655,17,17,1618172026600.0,0,2655
2656,22,23,1618172028320.0,ball out,2656
2657,1,5,1618172034480.0,0,2657
2658,5,1,1618172036760.0,0,2658
2659,1,1,1618172039400.0,0,2659
2660,19,14,1618172041240.0,0,2660
2661,17,14,1618172043320.0,0,2661
2662,7,5,1618172045400.0,0,2662
2663,5,9,1618172048080.0,0,2663
2664,9,3,1618172052960.0,0,2664
2665,3,0,1618172056800.0,0,2665
2666,20,20,1618172059680.0,0,2666
2667,6,8,1618172062560.0,0,2667
2668,15,10,1618172063640.0,0,2668
2669,2,6,1618172064680.0,0,2669
2670,22,23,1618172067800.0,ball out,2670
2671,18,12,1618172080720.0,0,2671
2672,13,12,1618172081760.0,0,2672
2673,11,12,1618172083120.0,0,2673
2674,5,13,1618172084320.0,tackle,2674
2675,2,1,1618172085440.0,0,2675
2676,1,4,1618172087720.0,0,2676
2677,16,17,1618172089800.0,0,2677
2678,1,1,1618172094880.0,0,2678
2679,22,23,1618172097520.0,ball out,2679
2680,22,23,1618172097520.0,ball out,2680
2681,17,12,1618172098920.0,0,2681
2682,12,14,1618172101640.0,0,2682
2683,14,24,1618172102960.0,shot,2683
2684,20,20,1618172117280.0,0,2684
2685,2,4,1618172119720.0,0,2685
2686,4,1,1618172122880.0,0,2686
2687,1,8,1618172124560.0,0,2687
2688,10,10,1618172127240.0,0,2688
2689,5,22,1618172131720.0,dribble,2689
2690,5,24,1618172132840.0,shot,2690
2691,5,3,1618172135800.0,0,2691
2692,3,8,1618172138280.0,0,2692
2693,8,24,1618172139720.0,shot,2693
2694,22,23,1618172140680.0,ball out,2694
2695,22,23,1618172140680.0,ball out,2695
2696,21,21,1618172168680.0,0,2696
2697,10,18,1618172170960.0,0,2697
2698,18,10,1618172174320.0,0,2698
2699,10,15,1618172176560.0,0,2699
2700,21,21,1618172181240.0,0,2700
2701,10,12,1618172187040.0,0,2701
2702,0,0,1618172189960.0,0,2702
2703,22,23,1618172191600.0,ball out,2703
2704,12,13,1618172194960.0,0,2704
2705,13,12,1618172197440.0,0,2705
2706,12,13,1618172199960.0,0,2706
2707,13,11,1618172200480.0,0,2707
2708,11,11,1618172202120.0,0,2708
2709,13,18,1618172203680.0,0,2709
2710,18,13,1618172207600.0,0,2710
2711,13,11,1618172208760.0,0,2711
2712,11,13,1618172212600.0,0,2712
2713,13,12,1618172217280.0,0,2713
2714,18,18,1618172220120.0,0,2714
2715,9,18,1618172220280.0,tackle,2715
2716,9,6,1618172224240.0,0,2716
2717,6,6,1618172225320.0,0,2717
2718,10,6,1618172225480.0,tackle,2718
2719,22,23,1618172225920.0,ball out,2719
2720,22,23,1618172225920.0,ball out,2720
2721,9,8,1618172244160.0,0,2721
2722,16,16,1618172248760.0,0,2722
2723,21,21,1618172252240.0,0,2723
2724,15,10,1618172254680.0,0,2724
2725,10,11,1618172257520.0,0,2725
2726,11,18,1618172260600.0,0,2726
2727,18,14,1618172262960.0,0,2727
2728,11,13,1618172264560.0,0,2728
2729,13,17,1618172266600.0,0,2729
2730,1,5,1618172269280.0,0,2730
2731,5,7,1618172271080.0,0,2731
2732,1,8,1618172272600.0,0,2732
2733,16,13,1618172275640.0,0,2733
2734,13,10,1618172276680.0,0,2734
2735,15,13,1618172279800.0,0,2735
2736,13,10,1618172283200.0,0,2736
2737,10,18,1618172288560.0,0,2737
2738,18,11,1618172291120.0,0,2738
2739,11,12,1618172293640.0,0,2739
2740,12,12,1618172305160.0,0,2740
2741,2,12,1618172305320.0,tackle,2741
2742,6,23,1618172306440.0,clearence,2742
2743,22,23,1618172307600.0,ball out,2743
2744,22,23,1618172307600.0,ball out,2744
2745,18,10,1618172314920.0,0,2745
2746,10,18,1618172315880.0,0,2746
2747,18,19,1618172320040.0,0,2747
2748,19,24,1618172322880.0,shot,2748
2749,20,20,1618172356080.0,0,2749
2750,9,6,1618172358960.0,0,2750
2751,18,14,1618172359760.0,0,2751
2752,7,2,1618172362400.0,0,2752
2753,3,3,1618172364560.0,0,2753
2754,10,14,1618172365520.0,0,2754
2755,14,12,1618172367200.0,0,2755
2756,19,16,1618172368480.0,0,2756
2757,15,16,1618172370960.0,0,2757
2758,8,5,1618172372760.0,0,2758
2759,5,4,1618172373800.0,0,2759
2760,16,22,1618172378080.0,dribble,2760
2761,22,23,1618172379240.0,ball out,2761
2762,1,8,1618172398200.0,0,2762
2763,8,4,1618172403680.0,0,2763
2764,5,3,1618172406560.0,0,2764
2765,18,22,1618172408120.0,interception,2765
2766,11,18,1618172412040.0,0,2766
2767,9,3,1618172415320.0,0,2767
2768,3,6,1618172417800.0,0,2768
2769,6,8,1618172420840.0,0,2769
2770,21,21,1618172424560.0,0,2770
2771,13,19,1618172431040.0,0,2771
2772,19,12,1618172435840.0,0,2772
2773,12,17,1618172438240.0,0,2773
2774,17,19,1618172440320.0,0,2774
2775,19,15,1618172443520.0,0,2775
2776,15,18,1618172445600.0,0,2776
2777,10,13,1618172449920.0,0,2777
2778,13,11,1618172451040.0,0,2778
2779,11,11,1618172451600.0,0,2779
2780,0,4,1618172453480.0,0,2780
2781,5,4,1618172455800.0,0,2781
2782,4,5,1618172458000.0,0,2782
2783,5,0,1618172459840.0,0,2783
2784,0,3,1618172463360.0,0,2784
2785,3,9,1618172464640.0,0,2785
2786,9,3,1618172466400.0,0,2786
2787,3,0,1618172467280.0,0,2787
2788,0,7,1618172469280.0,0,2788
2789,20,20,1618172472640.0,0,2789
2790,1,8,1618172477080.0,0,2790
2791,8,2,1618172480480.0,0,2791
2792,2,3,1618172481480.0,0,2792
2793,3,9,1618172487200.0,0,2793
2794,9,9,1618172488080.0,0,2794
2795,18,12,1618172491360.0,0,2795
2796,12,12,1618172494200.0,0,2796
2797,5,12,1618172494320.0,tackle,2797
2798,19,13,1618172496160.0,0,2798
2799,13,18,1618172503160.0,0,2799
2800,18,13,1618172505480.0,0,2800
2801,13,11,1618172506280.0,0,2801
2802,11,10,1618172509040.0,0,2802
2803,10,15,1618172510800.0,0,2803
2804,15,10,1618172514800.0,0,2804
2805,10,18,1618172517600.0,0,2805
2806,18,13,1618172520040.0,0,2806
2807,13,17,1618172522280.0,0,2807
2808,1,1,1618172526120.0,0,2808
2809,4,7,1618172529960.0,0,2809
2810,7,1,1618172531080.0,0,2810
2811,16,19,1618172532680.0,0,2811
2812,17,16,1618172535680.0,0,2812
2813,16,13,1618172538600.0,0,2813
2814,13,10,1618172540360.0,0,2814
2815,10,18,1618172543200.0,0,2815
2816,18,15,1618172545960.0,0,2816
2817,15,16,1618172548880.0,0,2817
2818,16,18,1618172551520.0,0,2818
2819,18,11,1618172553920.0,0,2819
2820,20,20,1618172581400.0,0,2820
2821,18,11,1618172584400.0,0,2821
2822,11,11,1618172587440.0,0,2822
2823,2,11,1618172587520.0,tackle,2823
2824,22,23,1618172589400.0,ball out,2824
2825,22,23,1618172589400.0,ball out,2825
2826,18,14,1618172604920.0,0,2826
2827,14,14,1618172606760.0,0,2827
2828,7,5,1618172607880.0,0,2828
2829,20,20,1618172639080.0,0,2829
2830,8,9,1618172641800.0,0,2830
2831,21,21,1618172647040.0,0,2831
2832,10,18,1618172649000.0,0,2832
2833,18,11,1618172652400.0,0,2833
2834,11,10,1618172653440.0,0,2834
2835,10,15,1618172655040.0,0,2835
2836,15,16,1618172663240.0,0,2836
2837,16,11,1618172666480.0,0,2837
2838,11,12,1618172671600.0,0,2838
