id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier_0_id,qualifier_0_qualifierId,qualifier_0_value,qualifier_1_id,qualifier_1_qualifierId,qualifier_1_value,qualifier_2_id,qualifier_2_qualifierId,qualifier_2_value,qualifier_3_id,qualifier_3_qualifierId,qualifier_3_value,qualifier_4_id,qualifier_4_qualifierId,qualifier_4_value,qualifier_5_id,qualifier_5_qualifierId,qualifier_5_value,qualifier_6_id,qualifier_6_qualifierId,qualifier_6_value,qualifier_7_id,qualifier_7_qualifierId,qualifier_7_value,playerId,playerName,sequenceId,possessionId,qualifier_8_id,qualifier_8_qualifierId,qualifier_8_value,qualifier_9_id,qualifier_9_qualifierId,keyPass,qualifier_10_id,qualifier_10_qualifierId,qualifier_11_id,qualifier_11_qualifierId,qualifier_12_id,qualifier_12_qualifierId,qualifier_13_id,qualifier_13_qualifierId,qualifier_11_value,qualifier_12_value,qualifier_13_value,qualifier_14_id,qualifier_14_qualifierId,qualifier_14_value,qualifier_15_id,qualifier_15_qualifierId,qualifier_15_value,qualifier_16_id,qualifier_16_qualifierId,qualifier_9_value,qualifier_17_id,qualifier_17_qualifierId,qualifier_10_value,qualifier_16_value,qualifier_18_id,qualifier_18_qualifierId,qualifier_18_value,qualifier_19_id,qualifier_19_qualifierId,qualifier_19_value,qualifier_20_id,qualifier_20_qualifierId,qualifier_17_value,playerTrackingId,to_sec,sec_remaining,dist_to_opponent_goal,angle_to_goal,Goal_difference_home,Goal_difference_away
2205857923,3,1,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,52.5,34.0,1598185800000.0,2020-08-24T01:16:37Z,2442630423.0,56.0,Back,2442630425.0,140.0,29.4,2442630427.0,141.0,69.0,2442630429.0,213.0,2.6,2442630431.0,212.0,25.2,2442630433.0,279.0,S,2442630435.0,318.0,0.0000113,2443572971.0,178.0,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,0,2706,52.5,0.0,0,0
2205857935,4,1,1,0,2,5z1b7fuvpqe6vnigvopomvecu,0,30.87,46.92,1598185802008.0,2020-08-24T01:19:48Z,2442630473.0,157.0,,2442630475.0,56.0,Right,2442630477.0,140.0,75.8,2442630479.0,141.0,20.1,2442630481.0,1.0,,2442630483.0,213.0,5.7,2442630485.0,212.0,59.0,2443575929.0,178.0,,corn6i066rh7c7veva0sm3oid,K. Laifis,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857882,2,2704,75.24748035648769,5.737616099071206,0,0
2205857959,3,1,1,0,5,89xivtxk59uzvhdsd6miao6tm,0,84.42000000000002,11.356000000000003,1598185805719.0,2020-08-24T01:19:56Z,2442630595.0,3.0,,2442630597.0,56.0,Back,2442630599.0,140.0,33.0,2442630601.0,141.0,74.2,2442630603.0,213.0,5.9,2442630605.0,212.0,15.4,2443575979.0,178.0,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895588,5,2701,30.59880938860202,0.9088500264970847,0,0
2205857983,6,1,1,0,7,5z1b7fuvpqe6vnigvopomvecu,0,61.214999999999996,20.060000000000002,1598185807022.0,2020-08-24T02:15:31Z,2442630743.0,3.0,,2442630745.0,56.0,Center,2442630747.0,140.0,68.4,2442630749.0,141.0,67.2,2442630751.0,213.0,1.2,2442630753.0,212.0,27.7,2443576495.0,178.0,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908672,7,2699,45.950514959029576,3.1409612625538026,0,0
2205858021,6,1,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,67.935,62.220000000000006,1598185813709.0,2020-08-24T01:20:48Z,2442630969.0,56.0,Back,2442630971.0,140.0,32.0,2442630973.0,141.0,18.8,2442630975.0,213.0,2.0,2442630977.0,212.0,7.8,2442630979.0,318.0,0.00000551,2443576741.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,13,2693,46.585218954084574,1.3134301913536495,0,0
2205858035,7,1,1,0,16,89xivtxk59uzvhdsd6miao6tm,1,73.5,54.400000000000006,1598185815909.0,2020-08-24T01:20:53Z,2442631057.0,56.0,Back,2442631059.0,140.0,22.6,2442631061.0,141.0,23.3,2442631063.0,213.0,2.9,2442631065.0,212.0,8.1,2442631067.0,318.0,0.00000199,2443576871.0,178.0,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,16,2690,37.52878894928533,1.5441176470588232,0,0
2205858063,8,1,1,0,18,89xivtxk59uzvhdsd6miao6tm,1,78.96000000000001,50.388,1598185818349.0,2020-08-24T01:21:03Z,2442631271.0,56.0,Back,2442631273.0,140.0,20.8,2442631275.0,141.0,76.3,2442631277.0,1.0,,2442631279.0,213.0,1.7,2442631281.0,212.0,34.5,2442631283.0,318.0,0.0000024,2443577043.0,178.0,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945447,18,2688,30.76764768389029,1.5889675372223575,0,0
2205858089,9,1,1,0,21,89xivtxk59uzvhdsd6miao6tm,1,75.28500000000001,18.767999999999997,1598185821393.0,2020-08-24T01:21:09Z,2442631451.0,155.0,,2442631453.0,196.0,,2442631455.0,56.0,Back,2442631457.0,140.0,34.1,2442631459.0,141.0,2.6,2442631461.0,1.0,,2442631465.0,213.0,4.8,2442631469.0,212.0,47.9,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,2.0,2.0,2442631471.0,318.0,0.00000838,2443577139.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895588,21,2685,33.39154157866928,1.950827205882352,0,0
2205858121,10,1,1,0,25,89xivtxk59uzvhdsd6miao6tm,1,61.425000000000004,65.41600000000001,1598185825649.0,2020-08-24T01:21:16Z,2442631633.0,56.0,Right,2442631635.0,140.0,62.7,2442631637.0,141.0,11.0,2442631639.0,213.0,0.2,2442631641.0,212.0,22.8,2442631643.0,318.0,0.00016666,2443577277.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,25,2681,53.71913700907713,1.3870320855614966,0,0
2205858123,11,1,1,0,27,89xivtxk59uzvhdsd6miao6tm,0,43.155,60.724000000000004,1598185827819.0,2020-08-24T01:21:46Z,2442631647.0,56.0,Right,2442631649.0,140.0,57.5,2442631651.0,141.0,12.9,2442631653.0,213.0,2.3,2442631655.0,212.0,2.1,2442631675.0,236.0,,2442631677.0,233.0,7,2442631681.0,286.0,,86603cyr3osksy73el0ncy7yt,C. Dessers,2.0,2.0,2443577627.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823543,27,2679,67.37192442701931,2.3142119443197124,0,0
2205858125,7,74,1,0,28,5z1b7fuvpqe6vnigvopomvecu,1,44.52,59.50000000000001,1598185827889.0,2020-08-24T01:21:48Z,2442631659.0,56.0,Back,2442631661.0,285.0,,2442631683.0,233.0,11,2443577631.0,178.0,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,28,2678,65.63596879760365,2.3717647058823523,0,0
2205858145,12,1,1,0,30,89xivtxk59uzvhdsd6miao6tm,1,37.800000000000004,56.37200000000001,1598185829898.0,2020-08-24T01:21:52Z,2442631799.0,56.0,Right,2442631801.0,140.0,59.5,2442631803.0,141.0,4.6,2442631805.0,213.0,4.2,2442631807.0,212.0,9.7,2442631809.0,318.0,0.00012136,2443577645.0,178.0,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721997,30,2676,70.82617019153301,3.003754693366707,0,0
2205858163,13,1,1,0,32,89xivtxk59uzvhdsd6miao6tm,1,43.785000000000004,63.85200000000001,1598185832270.0,2020-08-24T01:21:59Z,2442631895.0,56.0,Right,2442631897.0,140.0,51.3,2442631899.0,141.0,5.3,2442631901.0,213.0,3.2,2442631903.0,212.0,7.4,2442631905.0,318.0,0.00004344,2443577733.0,178.0,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823543,32,2674,68.1059331409533,2.0506163741122863,0,0
2205858203,14,1,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,51.24,63.988,1598185834210.0,2020-08-24T01:22:05Z,2442632105.0,56.0,Back,2442632107.0,140.0,30.0,2442632109.0,141.0,24.3,2442632111.0,213.0,2.6,2442632113.0,212.0,25.5,2442632115.0,318.0,0.00000912,2443577805.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,34,2672,61.55824675865939,1.792717086834734,0,0
2205858205,15,1,1,0,39,89xivtxk59uzvhdsd6miao6tm,1,63.73500000000001,49.43600000000001,1598185839704.0,2020-08-24T01:22:13Z,2442632123.0,56.0,Right,2442632125.0,140.0,60.5,2442632127.0,141.0,16.1,2442632129.0,213.0,6.0,2442632131.0,212.0,23.5,2442632133.0,318.0,0.00018821,2443577933.0,178.0,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945447,39,2667,44.057579608961724,2.6732961907229837,0,0
2205858213,16,1,1,0,41,89xivtxk59uzvhdsd6miao6tm,1,41.475,57.05200000000001,1598185840913.0,2020-08-24T01:22:16Z,2442632155.0,168.0,,2442632157.0,56.0,Right,2442632159.0,140.0,67.7,2442632161.0,141.0,2.9,2442632163.0,213.0,5.4,2442632165.0,212.0,11.7,2442632167.0,318.0,0.00021719,2443577995.0,178.0,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865975,41,2665,67.57825337340408,2.7557261842790206,0,0
2205858241,17,1,1,0,45,89xivtxk59uzvhdsd6miao6tm,1,31.395000000000007,65.28,1598185845710.0,2020-08-24T01:22:26Z,2442632303.0,56.0,Center,2442632305.0,140.0,64.2,2442632307.0,141.0,22.8,2442632309.0,213.0,2.0,2442632311.0,212.0,14.2,2442632313.0,318.0,0.00049554,2443578115.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,45,2661,79.97583650703504,2.3531010230179024,0,0
2205858309,18,1,1,0,48,89xivtxk59uzvhdsd6miao6tm,0,39.27,51.952000000000005,1598185847905.0,2020-08-24T01:22:35Z,2442632601.0,56.0,Center,2442632605.0,140.0,65.2,2442632607.0,141.0,35.8,2442632609.0,213.0,1.3,2442632611.0,212.0,8.7,2443578165.0,178.0,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,48,2658,68.13741412762887,3.661430481283421,0,0
2205858291,10,1,1,0,50,5z1b7fuvpqe6vnigvopomvecu,1,28.56,38.760000000000005,1598185850300.0,2020-08-24T01:22:43Z,2442632541.0,56.0,Back,2442632543.0,140.0,29.0,2442632545.0,141.0,26.7,2442632547.0,213.0,4.8,2442632549.0,212.0,20.7,2442632551.0,318.0,0.00000548,2443578183.0,178.0,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880826,50,2656,76.58806173288367,16.058823529411747,0,0
2205858313,11,1,1,0,55,5z1b7fuvpqe6vnigvopomvecu,1,28.35,16.252,1598185855234.0,2020-08-24T01:22:50Z,2442632627.0,56.0,Back,2442632629.0,140.0,19.9,2442632631.0,141.0,20.3,2442632633.0,213.0,3.5,2442632635.0,212.0,7.8,2442632637.0,318.0,0.00000132,2443578227.0,178.0,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908672,55,2651,78.6779130633242,4.3187964841108855,0,0
2205858335,12,1,1,0,58,5z1b7fuvpqe6vnigvopomvecu,1,20.895,13.804000000000002,1598185858382.0,2020-08-24T01:22:59Z,2442632709.0,56.0,Back,2442632711.0,140.0,24.1,2442632713.0,141.0,68.4,2442632715.0,1.0,,2442632717.0,213.0,1.4,2442632719.0,212.0,33.0,2442632721.0,318.0,0.00000338,2443578393.0,178.0,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,58,2648,86.49583481879344,4.164438502673797,0,0
2205858355,13,1,1,1,4,5z1b7fuvpqe6vnigvopomvecu,1,23.94,48.416000000000004,1598185864292.0,2020-08-24T01:23:09Z,2442632819.0,56.0,Back,2442632821.0,140.0,26.7,2442632823.0,141.0,15.6,2442632825.0,1.0,,2442632827.0,213.0,4.8,2442632829.0,212.0,38.0,2442632831.0,318.0,0.00000407,2443578523.0,178.0,,corn6i066rh7c7veva0sm3oid,K. Laifis,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857882,64,2642,82.33191760186325,5.622918978912319,0,0
2205858363,14,1,1,1,9,5z1b7fuvpqe6vnigvopomvecu,1,28.980000000000004,10.744000000000002,1598185868962.0,2020-08-24T01:23:18Z,2442632881.0,56.0,Center,2442632883.0,140.0,56.2,2442632885.0,141.0,37.4,2442632887.0,1.0,,2442632889.0,213.0,0.5,2442632891.0,212.0,33.4,2442632893.0,318.0,0.00019893,2443578633.0,178.0,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,69,2637,79.49768509837251,3.268833849329205,0,0
2205858385,15,1,1,1,11,5z1b7fuvpqe6vnigvopomvecu,1,61.635000000000005,22.1,1598185871264.0,2020-08-24T01:23:23Z,2442632991.0,56.0,Right,2442632993.0,140.0,55.4,2442632995.0,141.0,9.1,2442632997.0,213.0,4.5,2442632999.0,212.0,16.3,2442633001.0,318.0,0.00011327,2443578719.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,71,2635,44.968135662933584,3.6441176470588235,0,0
2205858393,16,1,1,1,13,5z1b7fuvpqe6vnigvopomvecu,0,61.214999999999996,4.148,1598185873584.0,2020-08-24T01:23:30Z,2442633031.0,155.0,,2442633033.0,56.0,Right,2442633035.0,140.0,77.2,2442633037.0,141.0,18.2,2442633039.0,213.0,0.4,2442633041.0,212.0,21.5,2443578769.0,178.0,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,73,2633,52.993095106815574,1.4667358970923223,0,0
2205858405,19,8,1,1,14,89xivtxk59uzvhdsd6miao6tm,1,83.47500000000001,8.907999999999996,1598185874711.0,2020-08-24T01:23:35Z,2442633073.0,56.0,Back,2443578801.0,21.0,,2443578803.0,388.0,,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653599,74,2632,33.05955367212328,0.8578431372549015,0,0
2205858421,17,1,1,1,16,5z1b7fuvpqe6vnigvopomvecu,1,80.325,21.012,1598185876385.0,2020-08-24T01:23:40Z,2442633125.0,56.0,Center,2442633127.0,140.0,66.8,2442633129.0,141.0,23.0,2442633131.0,213.0,3.6,2442633133.0,212.0,11.5,2442633135.0,318.0,0.00103257,2443578883.0,178.0,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737672,76,2630,27.884471825731246,1.8998306128734215,0,0
2205858449,18,1,1,1,17,5z1b7fuvpqe6vnigvopomvecu,1,70.14,15.64,1598185877134.0,2020-08-24T01:23:43Z,2442633291.0,56.0,Center,2442633293.0,140.0,70.5,2442633295.0,141.0,37.0,2442633299.0,213.0,1.2,2442633301.0,212.0,10.3,2442633303.0,318.0,0.00209705,2443578901.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,77,2629,39.39935532467505,1.8986928104575165,0,0
2205858453,19,3,1,1,20,5z1b7fuvpqe6vnigvopomvecu,0,76.125,23.188000000000002,1598185880834.0,2020-08-24T01:23:52Z,2442633325.0,56.0,Center,2442633327.0,286.0,,2442633431.0,233.0,20,2443578943.0,178.0,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880826,80,2626,30.832855349448256,2.6706437291897895,0,0
2205858471,20,7,1,1,21,89xivtxk59uzvhdsd6miao6tm,1,76.125,23.188,1598185880994.0,2020-08-24T01:23:55Z,2442633411.0,56.0,Back,2442633413.0,285.0,,2442633417.0,233.0,19,2443578965.0,178.0,,,,,,,,,,,,,,dmr3lblv6081wn9egp1zpfs2x,E. Kouassi,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914763,81,2625,30.83285534944826,2.6706437291897887,0,0
2205858491,22,1,1,1,22,89xivtxk59uzvhdsd6miao6tm,1,76.125,31.96,1598185882783.0,2020-08-24T01:24:03Z,2442633521.0,56.0,Back,2442633523.0,140.0,38.4,2442633525.0,141.0,26.1,2442633527.0,213.0,5.3,2442633529.0,212.0,21.6,2442633531.0,318.0,0.0000164,2443579003.0,178.0,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,82,2624,28.946972639638847,14.154411764705888,0,0
2205858509,23,1,1,1,30,89xivtxk59uzvhdsd6miao6tm,1,48.300000000000004,54.128,1598185890685.0,2020-08-24T01:24:21Z,2442633639.0,56.0,Center,2442633641.0,140.0,61.8,2442633643.0,141.0,28.8,2442633645.0,213.0,0.6,2442633647.0,212.0,10.0,2442633649.0,318.0,0.00038006,2443579133.0,178.0,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865975,90,2616,60.16665508402473,2.8169713831478536,0,0
2205858519,24,1,1,1,31,89xivtxk59uzvhdsd6miao6tm,1,40.11000000000001,48.416000000000004,1598185891493.0,2020-08-24T01:24:25Z,2442633675.0,56.0,Back,2442633677.0,140.0,39.6,2442633679.0,141.0,28.2,2442633681.0,213.0,3.2,2442633683.0,212.0,23.3,2442633685.0,318.0,0.00004273,2442633691.0,156.0,,2443579189.0,178.0,,86603cyr3osksy73el0ncy7yt,C. Dessers,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823543,91,2615,66.47204792993817,4.501248612652606,0,0
2205858627,25,1,1,1,34,89xivtxk59uzvhdsd6miao6tm,0,63.73500000000001,48.144,1598185894743.0,2020-08-24T01:24:31Z,2442634331.0,56.0,Center,2442634333.0,140.0,56.6,2442634335.0,141.0,44.2,2442634337.0,213.0,0.5,2442634339.0,212.0,20.8,2443579265.0,178.0,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,94,2612,43.62170286680701,2.9174915158371038,0,0
2205858531,20,8,1,1,35,5z1b7fuvpqe6vnigvopomvecu,1,50.19,39.984,1598185895671.0,2020-08-24T02:18:45Z,2442633795.0,56.0,Back,2443579289.0,178.0,,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,95,2611,55.135690401046034,9.159425133689837,0,0
2205858569,22,1,1,1,37,5z1b7fuvpqe6vnigvopomvecu,1,50.19,39.984,1598185897573.0,2020-08-24T01:24:43Z,2442633995.0,56.0,Left,2442633997.0,140.0,63.5,2442633999.0,141.0,82.1,2442634001.0,213.0,0.8,2442634003.0,212.0,22.9,2442634005.0,318.0,0.00035293,2443579419.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,97,2609,55.135690401046034,9.159425133689837,0,0
2205858587,23,1,1,1,44,5z1b7fuvpqe6vnigvopomvecu,1,81.48,61.744,1598185904614.0,2020-08-24T01:24:55Z,2442634101.0,56.0,Back,2442634103.0,140.0,48.2,2442634105.0,141.0,88.6,2442634107.0,213.0,3.2,2442634109.0,212.0,30.9,2442634111.0,318.0,0.00008699,2443579613.0,178.0,,,,,7yt5uan4kvrarxyazmf2lmfh1,M. Lestienne,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488899,104,2602,36.371966347724445,0.847750865051903,0,0
2205858615,24,1,1,1,48,5z1b7fuvpqe6vnigvopomvecu,1,54.81,60.452000000000005,1598185908130.0,2020-08-24T01:25:02Z,2442634259.0,2.0,,2442634261.0,155.0,,2442634263.0,56.0,Center,2442634265.0,140.0,90.0,2442634267.0,141.0,43.1,2442634269.0,1.0,,2442634271.0,213.0,5.6,2442634273.0,212.0,50.5,5769ggr7udnebgwl8q0zgcij9,N. Gavory,7.0,5.0,2442634275.0,318.0,0.03593185,2442634827.0,210.0,1.0,2442634829.0,154.0,2443026929.0,224.0,2443026931.0,72.0,2443579713.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,748506,108,2598,56.73397927168515,1.8973990624527441,0,0
2205858629,26,13,1,1,49,5z1b7fuvpqe6vnigvopomvecu,1,95.34,30.056000000000004,1598185909778.0,2020-08-24T02:15:33Z,2442634349.0,17.0,,2442634351.0,22.0,,2442634353.0,56.0,Center,2442634355.0,327.0,2,2442634357.0,326.0,3,2442634585.0,15.0,,2442634587.0,321.0,0.0505,2442634589.0,328.0,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,7.0,5.0,2442634843.0,75.0,,2442634845.0,29.0,,2442634847.0,154.0,2442634849.0,55.0,2442634853.0,102.0,2442634855.0,103.0,24,39.0,12.5,2442634857.0,230.0,98.0,2442634859.0,231.0,48.4,2443579827.0,388.0,,,,,,,,,,,,,,,737672,109,2597,10.434114049597115,2.449290060851929,0,0
2205858781,28,1,1,2,15,89xivtxk59uzvhdsd6miao6tm,0,100.17000000000002,30.056000000000004,1598185935706.0,2020-08-24T01:25:19Z,2442635143.0,124.0,,2442635145.0,155.0,,2442635147.0,56.0,Left,2442635149.0,140.0,62.0,2442635151.0,141.0,94.2,2442635153.0,1.0,,2442635155.0,213.0,0.4,2442635157.0,212.0,65.7,bgl8h2ygh9ztbnzt79wv178ph,D. Vuković,8.0,6.0,2442635161.0,74.0,,2442635175.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493549,135,2571,6.2357065357503645,1.2246450304259608,0,0
2205858807,29,1,1,2,19,5z1b7fuvpqe6vnigvopomvecu,1,38.64,2.9920000000000004,1598185939294.0,2020-08-24T01:25:32Z,2442635277.0,56.0,Back,2442635279.0,140.0,47.2,2442635281.0,141.0,4.6,2442635283.0,213.0,0.0,2442635285.0,212.0,10.9,2442635287.0,318.0,0.00001932,2443580139.0,178.0,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,139,2567,73.24715464780867,2.140092879256966,0,0
2205931433,738,1,1,2,20,5z1b7fuvpqe6vnigvopomvecu,1,48.72,3.128,1598185940034.0,2020-08-24T01:25:36Z,2443030281.0,56.0,Center,2443030283.0,140.0,54.8,2443030285.0,141.0,24.8,2443030287.0,213.0,1.0,2443030289.0,212.0,16.3,2443030291.0,318.0,0.0001237,2443580165.0,178.0,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908672,140,2566,64.191267194222,1.8230111427831044,0,0
2205858907,31,1,1,2,22,5z1b7fuvpqe6vnigvopomvecu,1,57.435,19.380000000000003,1598185942428.0,2020-08-24T01:25:41Z,2442635801.0,56.0,Center,2442635803.0,140.0,66.5,2442635805.0,141.0,56.7,2442635807.0,213.0,1.0,2442635809.0,212.0,22.8,2442635811.0,318.0,0.00136933,2443580189.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,142,2564,49.76116583240388,3.253419972640219,0,0
2205858923,33,1,1,2,32,5z1b7fuvpqe6vnigvopomvecu,1,71.08500000000001,36.448,1598185952221.0,2020-08-24T01:26:05Z,2442635927.0,5.0,,2442635929.0,152.0,,2442635931.0,56.0,Center,2442635933.0,140.0,52.2,2442635935.0,141.0,41.3,2442635937.0,213.0,3.6,2442635939.0,212.0,18.3,2442635941.0,318.0,0.00032656,1pg0b32xb9230zit0ndyd79ih,S. Amallah,10.0,7.0,2443580457.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880826,152,2554,34.00323409618561,13.85416666666666,0,0
2205858943,34,1,1,2,36,5z1b7fuvpqe6vnigvopomvecu,1,54.81,28.084,1598185956401.0,2020-08-24T01:26:10Z,2442636069.0,155.0,,2442636071.0,56.0,Left,2442636073.0,140.0,74.9,2442636075.0,141.0,94.1,2442636077.0,1.0,,2442636079.0,213.0,1.0,2442636081.0,212.0,43.1,2442636083.0,318.0,0.00076512,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,10.0,7.0,2443580545.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,156,2550,50.53746289635046,8.483772819472616,0,0
2205858947,35,1,1,2,39,5z1b7fuvpqe6vnigvopomvecu,0,78.64500000000001,63.988,1598185959082.0,2020-08-24T01:26:16Z,2442636097.0,3.0,,2442636099.0,56.0,Center,2442636103.0,140.0,79.2,2442636105.0,141.0,78.7,2442636109.0,213.0,5.1,2442636111.0,212.0,11.4,2443580575.0,388.0,,,,,5769ggr7udnebgwl8q0zgcij9,N. Gavory,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748506,159,2547,39.92325348715958,0.8788515406162462,0,0
