id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier_0_id,qualifier_0_qualifierId,qualifier_0_value,qualifier_1_id,qualifier_1_qualifierId,qualifier_1_value,qualifier_2_id,qualifier_2_qualifierId,qualifier_2_value,qualifier_3_id,qualifier_3_qualifierId,qualifier_3_value,qualifier_4_id,qualifier_4_qualifierId,qualifier_4_value,qualifier_5_id,qualifier_5_qualifierId,qualifier_5_value,qualifier_6_id,qualifier_6_qualifierId,qualifier_6_value,qualifier_7_id,qualifier_7_qualifierId,qualifier_7_value,playerId,playerName,sequenceId,possessionId,qualifier_8_id,qualifier_8_qualifierId,qualifier_8_value,qualifier_9_id,qualifier_9_qualifierId,keyPass,qualifier_10_id,qualifier_10_qualifierId,qualifier_11_id,qualifier_11_qualifierId,qualifier_12_id,qualifier_12_qualifierId,qualifier_13_id,qualifier_13_qualifierId,qualifier_11_value,qualifier_12_value,qualifier_13_value,qualifier_14_id,qualifier_14_qualifierId,qualifier_14_value,qualifier_15_id,qualifier_15_qualifierId,qualifier_15_value,qualifier_16_id,qualifier_16_qualifierId,qualifier_9_value,qualifier_17_id,qualifier_17_qualifierId,qualifier_10_value,qualifier_16_value,qualifier_18_id,qualifier_18_qualifierId,qualifier_18_value,qualifier_19_id,qualifier_19_qualifierId,qualifier_19_value,qualifier_20_id,qualifier_20_qualifierId,qualifier_17_value,playerTrackingId,timeMilliSec
2205857923,3,1,1,0,0,5z1b7fuvpqe6vnigvopomvecu,1,50.0,50.0,2020-08-23T11:30:06.565Z,2020-08-24T01:16:37Z,2442630423.0,56.0,Back,2442630425.0,140.0,29.4,2442630427.0,141.0,69.0,2442630429.0,213.0,2.6,2442630431.0,212.0,25.2,2442630433.0,279.0,S,2442630435.0,318.0,0.0000113,2443572971.0,178.0,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185800040.0
2205857935,4,1,1,0,2,5z1b7fuvpqe6vnigvopomvecu,0,29.4,69.0,2020-08-23T11:30:08.573Z,2020-08-24T01:19:48Z,2442630473.0,157.0,,2442630475.0,56.0,Right,2442630477.0,140.0,75.8,2442630479.0,141.0,20.1,2442630481.0,1.0,,2442630483.0,213.0,5.7,2442630485.0,212.0,59.0,2443575929.0,178.0,,corn6i066rh7c7veva0sm3oid,K. Laifis,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857882,1598185802048.0
2205857959,3,1,1,0,5,89xivtxk59uzvhdsd6miao6tm,0,19.6,83.3,2020-08-23T11:30:12.284Z,2020-08-24T01:19:56Z,2442630595.0,3.0,,2442630597.0,56.0,Back,2442630599.0,140.0,33.0,2442630601.0,141.0,74.2,2442630603.0,213.0,5.9,2442630605.0,212.0,15.4,2443575979.0,178.0,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895588,1598185805759.0
2205857983,6,1,1,0,7,5z1b7fuvpqe6vnigvopomvecu,0,58.3,29.5,2020-08-23T11:30:13.587Z,2020-08-24T02:15:31Z,2442630743.0,3.0,,2442630745.0,56.0,Center,2442630747.0,140.0,68.4,2442630749.0,141.0,67.2,2442630751.0,213.0,1.2,2442630753.0,212.0,27.7,2443576495.0,178.0,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908672,1598185807062.0
2205858021,6,1,1,0,13,89xivtxk59uzvhdsd6miao6tm,1,35.3,8.5,2020-08-23T11:30:20.274Z,2020-08-24T01:20:48Z,2442630969.0,56.0,Back,2442630971.0,140.0,32.0,2442630973.0,141.0,18.8,2442630975.0,213.0,2.0,2442630977.0,212.0,7.8,2442630979.0,318.0,0.00000551,2443576741.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,1598185813749.0
2205858035,7,1,1,0,16,89xivtxk59uzvhdsd6miao6tm,1,30.0,20.0,2020-08-23T11:30:22.474Z,2020-08-24T01:20:53Z,2442631057.0,56.0,Back,2442631059.0,140.0,22.6,2442631061.0,141.0,23.3,2442631063.0,213.0,2.9,2442631065.0,212.0,8.1,2442631067.0,318.0,0.00000199,2443576871.0,178.0,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,1598185815949.0
2205858063,8,1,1,0,18,89xivtxk59uzvhdsd6miao6tm,1,24.8,25.9,2020-08-23T11:30:24.914Z,2020-08-24T01:21:03Z,2442631271.0,56.0,Back,2442631273.0,140.0,20.8,2442631275.0,141.0,76.3,2442631277.0,1.0,,2442631279.0,213.0,1.7,2442631281.0,212.0,34.5,2442631283.0,318.0,0.0000024,2443577043.0,178.0,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945447,1598185818389.0
2205858089,9,1,1,0,21,89xivtxk59uzvhdsd6miao6tm,1,28.3,72.4,2020-08-23T11:30:27.958Z,2020-08-24T01:21:09Z,2442631451.0,155.0,,2442631453.0,196.0,,2442631455.0,56.0,Back,2442631457.0,140.0,34.1,2442631459.0,141.0,2.6,2442631461.0,1.0,,2442631465.0,213.0,4.8,2442631469.0,212.0,47.9,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,2.0,2.0,2442631471.0,318.0,0.00000838,2443577139.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895588,1598185821433.0
2205858121,10,1,1,0,25,89xivtxk59uzvhdsd6miao6tm,1,41.5,3.8,2020-08-23T11:30:32.214Z,2020-08-24T01:21:16Z,2442631633.0,56.0,Right,2442631635.0,140.0,62.7,2442631637.0,141.0,11.0,2442631639.0,213.0,0.2,2442631641.0,212.0,22.8,2442631643.0,318.0,0.00016666,2443577277.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,1598185825689.0
2205858123,11,1,1,0,27,89xivtxk59uzvhdsd6miao6tm,0,58.9,10.7,2020-08-23T11:30:34.384Z,2020-08-24T01:21:46Z,2442631647.0,56.0,Right,2442631649.0,140.0,57.5,2442631651.0,141.0,12.9,2442631653.0,213.0,2.3,2442631655.0,212.0,2.1,2442631675.0,236.0,,2442631677.0,233.0,7,2442631681.0,286.0,,86603cyr3osksy73el0ncy7yt,C. Dessers,2.0,2.0,2443577627.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823543,1598185827859.0
2205858125,7,74,1,0,28,5z1b7fuvpqe6vnigvopomvecu,1,42.4,87.5,2020-08-23T11:30:34.454Z,2020-08-24T01:21:48Z,2442631659.0,56.0,Back,2442631661.0,285.0,,2442631683.0,233.0,11,2443577631.0,178.0,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185827929.0
2205858145,12,1,1,0,30,89xivtxk59uzvhdsd6miao6tm,1,64.0,17.1,2020-08-23T11:30:36.463Z,2020-08-24T01:21:52Z,2442631799.0,56.0,Right,2442631801.0,140.0,59.5,2442631803.0,141.0,4.6,2442631805.0,213.0,4.2,2442631807.0,212.0,9.7,2442631809.0,318.0,0.00012136,2443577645.0,178.0,,,,,7wh91ajt4v3w9kfdpp5hf5mmt,P. Onuachu,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721997,1598185829938.0
2205858163,13,1,1,0,32,89xivtxk59uzvhdsd6miao6tm,1,58.3,6.1,2020-08-23T11:30:38.835Z,2020-08-24T01:21:59Z,2442631895.0,56.0,Right,2442631897.0,140.0,51.3,2442631899.0,141.0,5.3,2442631901.0,213.0,3.2,2442631903.0,212.0,7.4,2442631905.0,318.0,0.00004344,2443577733.0,178.0,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823543,1598185832310.0
2205858203,14,1,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,51.2,5.9,2020-08-23T11:30:40.775Z,2020-08-24T01:22:05Z,2442632105.0,56.0,Back,2442632107.0,140.0,30.0,2442632109.0,141.0,24.3,2442632111.0,213.0,2.6,2442632113.0,212.0,25.5,2442632115.0,318.0,0.00000912,2443577805.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,1598185834250.0
2205858205,15,1,1,0,39,89xivtxk59uzvhdsd6miao6tm,1,39.3,27.3,2020-08-23T11:30:46.269Z,2020-08-24T01:22:13Z,2442632123.0,56.0,Right,2442632125.0,140.0,60.5,2442632127.0,141.0,16.1,2442632129.0,213.0,6.0,2442632131.0,212.0,23.5,2442632133.0,318.0,0.00018821,2443577933.0,178.0,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945447,1598185839744.0
2205858213,16,1,1,0,41,89xivtxk59uzvhdsd6miao6tm,1,60.5,16.1,2020-08-23T11:30:47.478Z,2020-08-24T01:22:16Z,2442632155.0,168.0,,2442632157.0,56.0,Right,2442632159.0,140.0,67.7,2442632161.0,141.0,2.9,2442632163.0,213.0,5.4,2442632165.0,212.0,11.7,2442632167.0,318.0,0.00021719,2443577995.0,178.0,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865975,1598185840953.0
2205858241,17,1,1,0,45,89xivtxk59uzvhdsd6miao6tm,1,70.1,4.0,2020-08-23T11:30:52.275Z,2020-08-24T01:22:26Z,2442632303.0,56.0,Center,2442632305.0,140.0,64.2,2442632307.0,141.0,22.8,2442632309.0,213.0,2.0,2442632311.0,212.0,14.2,2442632313.0,318.0,0.00049554,2443578115.0,178.0,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,1598185845750.0
2205858309,18,1,1,0,48,89xivtxk59uzvhdsd6miao6tm,0,62.6,23.6,2020-08-23T11:30:54.470Z,2020-08-24T01:22:35Z,2442632601.0,56.0,Center,2442632605.0,140.0,65.2,2442632607.0,141.0,35.8,2442632609.0,213.0,1.3,2442632611.0,212.0,8.7,2443578165.0,178.0,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,1598185847945.0
2205858291,10,1,1,0,50,5z1b7fuvpqe6vnigvopomvecu,1,27.2,57.0,2020-08-23T11:30:56.865Z,2020-08-24T01:22:43Z,2442632541.0,56.0,Back,2442632543.0,140.0,29.0,2442632545.0,141.0,26.7,2442632547.0,213.0,4.8,2442632549.0,212.0,20.7,2442632551.0,318.0,0.00000548,2443578183.0,178.0,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880826,1598185850340.0
2205858313,11,1,1,0,55,5z1b7fuvpqe6vnigvopomvecu,1,27.0,23.9,2020-08-23T11:31:01.799Z,2020-08-24T01:22:50Z,2442632627.0,56.0,Back,2442632629.0,140.0,19.9,2442632631.0,141.0,20.3,2442632633.0,213.0,3.5,2442632635.0,212.0,7.8,2442632637.0,318.0,0.00000132,2443578227.0,178.0,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908672,1598185855274.0
2205858335,12,1,1,0,58,5z1b7fuvpqe6vnigvopomvecu,1,19.9,20.3,2020-08-23T11:31:04.947Z,2020-08-24T01:22:59Z,2442632709.0,56.0,Back,2442632711.0,140.0,24.1,2442632713.0,141.0,68.4,2442632715.0,1.0,,2442632717.0,213.0,1.4,2442632719.0,212.0,33.0,2442632721.0,318.0,0.00000338,2443578393.0,178.0,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,1598185858422.0
2205858355,13,1,1,1,4,5z1b7fuvpqe6vnigvopomvecu,1,22.8,71.2,2020-08-23T11:31:10.857Z,2020-08-24T01:23:09Z,2442632819.0,56.0,Back,2442632821.0,140.0,26.7,2442632823.0,141.0,15.6,2442632825.0,1.0,,2442632827.0,213.0,4.8,2442632829.0,212.0,38.0,2442632831.0,318.0,0.00000407,2443578523.0,178.0,,corn6i066rh7c7veva0sm3oid,K. Laifis,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857882,1598185864332.0
2205858363,14,1,1,1,9,5z1b7fuvpqe6vnigvopomvecu,1,27.6,15.8,2020-08-23T11:31:15.527Z,2020-08-24T01:23:18Z,2442632881.0,56.0,Center,2442632883.0,140.0,56.2,2442632885.0,141.0,37.4,2442632887.0,1.0,,2442632889.0,213.0,0.5,2442632891.0,212.0,33.4,2442632893.0,318.0,0.00019893,2443578633.0,178.0,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,1598185869002.0
2205858385,15,1,1,1,11,5z1b7fuvpqe6vnigvopomvecu,1,58.7,32.5,2020-08-23T11:31:17.829Z,2020-08-24T01:23:23Z,2442632991.0,56.0,Right,2442632993.0,140.0,55.4,2442632995.0,141.0,9.1,2442632997.0,213.0,4.5,2442632999.0,212.0,16.3,2442633001.0,318.0,0.00011327,2443578719.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185871304.0
2205858393,16,1,1,1,13,5z1b7fuvpqe6vnigvopomvecu,0,58.3,6.1,2020-08-23T11:31:20.149Z,2020-08-24T01:23:30Z,2442633031.0,155.0,,2442633033.0,56.0,Right,2442633035.0,140.0,77.2,2442633037.0,141.0,18.2,2442633039.0,213.0,0.4,2442633041.0,212.0,21.5,2443578769.0,178.0,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,1598185873624.0
2205858405,19,8,1,1,14,89xivtxk59uzvhdsd6miao6tm,1,20.5,86.9,2020-08-23T11:31:21.276Z,2020-08-24T01:23:35Z,2442633073.0,56.0,Back,2443578801.0,21.0,,2443578803.0,388.0,,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653599,1598185874751.0
2205858421,17,1,1,1,16,5z1b7fuvpqe6vnigvopomvecu,1,76.5,30.9,2020-08-23T11:31:22.950Z,2020-08-24T01:23:40Z,2442633125.0,56.0,Center,2442633127.0,140.0,66.8,2442633129.0,141.0,23.0,2442633131.0,213.0,3.6,2442633133.0,212.0,11.5,2442633135.0,318.0,0.00103257,2443578883.0,178.0,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737672,1598185876425.0
2205858449,18,1,1,1,17,5z1b7fuvpqe6vnigvopomvecu,1,66.8,23.0,2020-08-23T11:31:23.699Z,2020-08-24T01:23:43Z,2442633291.0,56.0,Center,2442633293.0,140.0,70.5,2442633295.0,141.0,37.0,2442633299.0,213.0,1.2,2442633301.0,212.0,10.3,2442633303.0,318.0,0.00209705,2443578901.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185877174.0
2205858453,19,3,1,1,20,5z1b7fuvpqe6vnigvopomvecu,0,72.5,34.1,2020-08-23T11:31:27.399Z,2020-08-24T01:23:52Z,2442633325.0,56.0,Center,2442633327.0,286.0,,2442633431.0,233.0,20,2443578943.0,178.0,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880826,1598185880874.0
2205858471,20,7,1,1,21,89xivtxk59uzvhdsd6miao6tm,1,27.5,65.9,2020-08-23T11:31:27.559Z,2020-08-24T01:23:55Z,2442633411.0,56.0,Back,2442633413.0,285.0,,2442633417.0,233.0,19,2443578965.0,178.0,,,,,,,,,,,,,,dmr3lblv6081wn9egp1zpfs2x,E. Kouassi,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914763,1598185881034.0
2205858491,22,1,1,1,22,89xivtxk59uzvhdsd6miao6tm,1,27.5,53.0,2020-08-23T11:31:29.348Z,2020-08-24T01:24:03Z,2442633521.0,56.0,Back,2442633523.0,140.0,38.4,2442633525.0,141.0,26.1,2442633527.0,213.0,5.3,2442633529.0,212.0,21.6,2442633531.0,318.0,0.0000164,2443579003.0,178.0,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,1598185882823.0
2205858509,23,1,1,1,30,89xivtxk59uzvhdsd6miao6tm,1,54.0,20.4,2020-08-23T11:31:37.250Z,2020-08-24T01:24:21Z,2442633639.0,56.0,Center,2442633641.0,140.0,61.8,2442633643.0,141.0,28.8,2442633645.0,213.0,0.6,2442633647.0,212.0,10.0,2442633649.0,318.0,0.00038006,2443579133.0,178.0,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865975,1598185890725.0
2205858519,24,1,1,1,31,89xivtxk59uzvhdsd6miao6tm,1,61.8,28.8,2020-08-23T11:31:38.058Z,2020-08-24T01:24:25Z,2442633675.0,56.0,Back,2442633677.0,140.0,39.6,2442633679.0,141.0,28.2,2442633681.0,213.0,3.2,2442633683.0,212.0,23.3,2442633685.0,318.0,0.00004273,2442633691.0,156.0,,2443579189.0,178.0,,86603cyr3osksy73el0ncy7yt,C. Dessers,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823543,1598185891533.0
2205858627,25,1,1,1,34,89xivtxk59uzvhdsd6miao6tm,0,39.3,29.2,2020-08-23T11:31:41.308Z,2020-08-24T01:24:31Z,2442634331.0,56.0,Center,2442634333.0,140.0,56.6,2442634335.0,141.0,44.2,2442634337.0,213.0,0.5,2442634339.0,212.0,20.8,2443579265.0,178.0,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971264,1598185894783.0
2205858531,20,8,1,1,35,5z1b7fuvpqe6vnigvopomvecu,1,47.8,58.8,2020-08-23T11:31:42.236Z,2020-08-24T02:18:45Z,2442633795.0,56.0,Back,2443579289.0,178.0,,,,,,,,,,,,,,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185895711.0
2205858569,22,1,1,1,37,5z1b7fuvpqe6vnigvopomvecu,1,47.8,58.8,2020-08-23T11:31:44.138Z,2020-08-24T01:24:43Z,2442633995.0,56.0,Left,2442633997.0,140.0,63.5,2442633999.0,141.0,82.1,2442634001.0,213.0,0.8,2442634003.0,212.0,22.9,2442634005.0,318.0,0.00035293,2443579419.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185897613.0
2205858587,23,1,1,1,44,5z1b7fuvpqe6vnigvopomvecu,1,77.6,90.8,2020-08-23T11:31:51.179Z,2020-08-24T01:24:55Z,2442634101.0,56.0,Back,2442634103.0,140.0,48.2,2442634105.0,141.0,88.6,2442634107.0,213.0,3.2,2442634109.0,212.0,30.9,2442634111.0,318.0,0.00008699,2443579613.0,178.0,,,,,7yt5uan4kvrarxyazmf2lmfh1,M. Lestienne,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488899,1598185904654.0
2205858615,24,1,1,1,48,5z1b7fuvpqe6vnigvopomvecu,1,52.2,88.9,2020-08-23T11:31:54.695Z,2020-08-24T01:25:02Z,2442634259.0,2.0,,2442634261.0,155.0,,2442634263.0,56.0,Center,2442634265.0,140.0,90.0,2442634267.0,141.0,43.1,2442634269.0,1.0,,2442634271.0,213.0,5.6,2442634273.0,212.0,50.5,5769ggr7udnebgwl8q0zgcij9,N. Gavory,7.0,5.0,2442634275.0,318.0,0.03593185,2442634827.0,210.0,1.0,2442634829.0,154.0,2443026929.0,224.0,2443026931.0,72.0,2443579713.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,748506,1598185908170.0
2205858629,26,13,1,1,49,5z1b7fuvpqe6vnigvopomvecu,1,90.8,44.2,2020-08-23T11:31:56.343Z,2020-08-24T02:15:33Z,2442634349.0,17.0,,2442634351.0,22.0,,2442634353.0,56.0,Center,2442634355.0,327.0,2,2442634357.0,326.0,3,2442634585.0,15.0,,2442634587.0,321.0,0.0505,2442634589.0,328.0,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,7.0,5.0,2442634843.0,75.0,,2442634845.0,29.0,,2442634847.0,154.0,2442634849.0,55.0,2442634853.0,102.0,2442634855.0,103.0,24,39.0,12.5,2442634857.0,230.0,98.0,2442634859.0,231.0,48.4,2443579827.0,388.0,,,,,,,,,,,,,,,737672,1598185909818.0
2205858781,28,1,1,2,15,89xivtxk59uzvhdsd6miao6tm,0,4.6,55.8,2020-08-23T11:32:22.271Z,2020-08-24T01:25:19Z,2442635143.0,124.0,,2442635145.0,155.0,,2442635147.0,56.0,Left,2442635149.0,140.0,62.0,2442635151.0,141.0,94.2,2442635153.0,1.0,,2442635155.0,213.0,0.4,2442635157.0,212.0,65.7,bgl8h2ygh9ztbnzt79wv178ph,D. Vuković,8.0,6.0,2442635161.0,74.0,,2442635175.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493549,1598185935746.0
2205858807,29,1,1,2,19,5z1b7fuvpqe6vnigvopomvecu,1,36.8,4.4,2020-08-23T11:32:25.859Z,2020-08-24T01:25:32Z,2442635277.0,56.0,Back,2442635279.0,140.0,47.2,2442635281.0,141.0,4.6,2442635283.0,213.0,0.0,2442635285.0,212.0,10.9,2442635287.0,318.0,0.00001932,2443580139.0,178.0,,,,,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,1598185939334.0
2205931433,738,1,1,2,20,5z1b7fuvpqe6vnigvopomvecu,1,46.4,4.6,2020-08-23T11:32:26.599Z,2020-08-24T01:25:36Z,2443030281.0,56.0,Center,2443030283.0,140.0,54.8,2443030285.0,141.0,24.8,2443030287.0,213.0,1.0,2443030289.0,212.0,16.3,2443030291.0,318.0,0.0001237,2443580165.0,178.0,,,,,5ffogjpb96mfoihuw7pu5pl91,C. Fai,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908672,1598185940074.0
2205858907,31,1,1,2,22,5z1b7fuvpqe6vnigvopomvecu,1,54.7,28.5,2020-08-23T11:32:28.993Z,2020-08-24T01:25:41Z,2442635801.0,56.0,Center,2442635803.0,140.0,66.5,2442635805.0,141.0,56.7,2442635807.0,213.0,1.0,2442635809.0,212.0,22.8,2442635811.0,318.0,0.00136933,2443580189.0,178.0,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060873,1598185942468.0
2205858923,33,1,1,2,32,5z1b7fuvpqe6vnigvopomvecu,1,67.7,53.6,2020-08-23T11:32:38.786Z,2020-08-24T01:26:05Z,2442635927.0,5.0,,2442635929.0,152.0,,2442635931.0,56.0,Center,2442635933.0,140.0,52.2,2442635935.0,141.0,41.3,2442635937.0,213.0,3.6,2442635939.0,212.0,18.3,2442635941.0,318.0,0.00032656,1pg0b32xb9230zit0ndyd79ih,S. Amallah,10.0,7.0,2443580457.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880826,1598185952261.0
2205858943,34,1,1,2,36,5z1b7fuvpqe6vnigvopomvecu,1,52.2,41.3,2020-08-23T11:32:42.966Z,2020-08-24T01:26:10Z,2442636069.0,155.0,,2442636071.0,56.0,Left,2442636073.0,140.0,74.9,2442636075.0,141.0,94.1,2442636077.0,1.0,,2442636079.0,213.0,1.0,2442636081.0,212.0,43.1,2442636083.0,318.0,0.00076512,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,10.0,7.0,2443580545.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883903,1598185956441.0
2205858947,35,1,1,2,39,5z1b7fuvpqe6vnigvopomvecu,0,74.9,94.1,2020-08-23T11:32:45.647Z,2020-08-24T01:26:16Z,2442636097.0,3.0,,2442636099.0,56.0,Center,2442636103.0,140.0,79.2,2442636105.0,141.0,78.7,2442636109.0,213.0,5.1,2442636111.0,212.0,11.4,2443580575.0,388.0,,,,,5769ggr7udnebgwl8q0zgcij9,N. Gavory,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748506,1598185959122.0
2205858951,30,8,1,2,40,89xivtxk59uzvhdsd6miao6tm,1,20.4,19.7,2020-08-23T11:32:47.116Z,2020-08-24T01:26:20Z,2442636121.0,56.0,Back,2443580607.0,178.0,,,,,,,,,,,,,,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864442,1598185960591.0
2205858999,37,1,1,2,44,5z1b7fuvpqe6vnigvopomvecu,0,53.8,68.5,2020-08-23T11:32:50.668Z,2020-08-24T02:15:34Z,2442636331.0,3.0,,2442636333.0,56.0,Center,2442636335.0,140.0,63.7,2442636337.0,141.0,61.7,2442636339.0,213.0,5.9,2442636341.0,212.0,11.4,2443580713.0,388.0,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857882,1598185964143.0
2205858997,32,61,1,2,45,89xivtxk59uzvhdsd6miao6tm,0,25.2,47.6,2020-08-23T11:32:52.377Z,2020-08-24T01:26:39Z,2442636321.0,56.0,Back,2443580807.0,21.0,,2443580809.0,178.0,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945447,1598185965852.0
